"","fragment.ID.full","Intercept","umol.L.sec","Temp.C"
"1","1901_Blkh",195.874911632305,-0.000119235863686774,19.2602198123664
"2","1901_BlkhD",195.859117289218,0.000170626983978533,19.2518354363905
"3","1901_MA1h",240.286430767628,0.011000795175058,19.3790268814483
"4","1901_MA1hD",242.697496421479,-0.00415544890592532,19.4234861010071
"5","1901_MC1h",216.297337585238,0.00657571592903028,19.3335654629208
"6","1901_MC1hD",218.433997369372,-0.00227299777867445,19.2924735007879
"7","1901_MF2h",212.894701676491,0.00958281303341672,19.4056001949407
"8","1901_MF2hD",215.873153541224,-0.00459622079721694,19.4379638868021
"9","1901_ML2h",200.184863557871,0.0146892958337912,19.3328224044049
"10","1901_ML2hD",203.927347969135,-0.00573753877316105,19.3338108969844
"11","1901_SA2h",185.106340149294,0.00651259422173386,19.3274430746197
"12","1901_SA2hD",186.438786840577,-0.00225512743059156,19.3508468096883
"13","1901_SC1h",217.63802414717,0.00745945150690298,19.3942529945339
"14","1901_SC1hD",219.197115193779,-0.00235487593773118,19.4156156904848
"15","1901_SF3h",219.449900832757,0.00794844906541277,19.498398248836
"16","1901_SF3hD",221.651284708753,-0.00324160730747073,19.4930411340203
"17","1901_SL3h",212.99547700735,0.00789425781940084,19.2199366021682
"18","1901_SL3hD",215.430100039187,-0.00303568587974497,19.2157987704724
"19","1902_Blkh",222.830950852264,-7.35013893228376e-05,19.528343493931
"20","1902_BlkhD",223.131188916001,0.000383313535319552,19.5348278024061
"21","1902_MA3h",240.894460543522,0.01355953673345,19.4857587523693
"22","1902_MA3hD",241.832842757839,-0.00369142252897928,19.4932748243545
"23","1902_MC3h",201.354949942878,0.0110071683287673,19.4320231324246
"24","1902_MC3hD",203.394974574265,-0.0030512037052751,19.4044515437927
"25","1902_MF1h",189.852954722408,0.0114642808859413,19.3986555434852
"26","1902_MF1hD",192.571844974509,-0.00504992079938113,19.3479776353296
"27","1902_ML3h",221.76628919139,0.0159267087010067,19.5360471535636
"28","1902_ML3hD",225.232958001848,-0.00638355723288147,19.5459094747748
"29","1902_SA1h",212.815763517096,0.0133310947186958,19.4777328020928
"30","1902_SA1hD",216.436989514705,-0.00535888345906015,19.3971447183268
"31","1902_SC3h",214.842017359525,0.00441644475416348,19.3466441046179
"32","1902_SC3hD",216.536860247499,-0.0019193456861823,19.3081070688707
"33","1902_SF2h",213.303993989271,0.0116709884548739,19.515647470441
"34","1902_SF2hD",215.850577926821,-0.00526936156293631,19.5194397110269
"35","1902_SL2h",182.516985725092,0.00769075753930582,19.4220689184817
"36","1902_SL2hD",184.752046542647,-0.00353703562711264,19.4323468735839
"37","1903_Blkh",214.533979777186,-0.000118743267894306,19.4458468144038
"38","1903_BlkhD",214.994459350249,-0.000152629113335655,19.4835562544342
"39","1903_MA2h",214.867488542194,0.00880287974657282,19.5289628509307
"40","1903_MA2hD",216.024267104305,-0.00300734086032406,19.5228704243831
"41","1903_MC2h",220.649738825531,0.00818034531719918,19.4202515547789
"42","1903_MC2hD",222.862322271376,-0.00324248859905553,19.342578553895
"43","1903_MF3h",212.285275097772,0.0144301812040352,19.4934779887046
"44","1903_MF3hD",215.561122372914,-0.00521122285707682,19.4442297101027
"45","1903_ML1h",190.530142467627,0.0124560665728958,19.4560912873888
"46","1903_ML1hD",193.003976173209,-0.0042452252068299,19.4547257203807
"47","1903_SA3h",218.133596595083,0.00607523846261993,19.6539476353745
"48","1903_SA3hD",220.183154859456,-0.00260700062308512,19.616781211406
"49","1903_SC2h",183.491430666222,0.00460515525602685,19.4244798875033
"50","1903_SC2hD",184.415040687515,-0.00139835920757782,19.4258556763912
"51","1903_SF1h",199.898226503768,0.00613924950356116,19.2941357479949
"52","1903_SF1hD",202.14291751601,-0.0033970468296843,19.1909129936231
"53","1903_SL1h",237.074347429848,0.0103659415910184,19.4492539745866
"54","1903_SL1hD",240.440813977562,-0.00535204203635442,19.4415596934654
"55","2101_Blk",193.384424650414,0.000252557248193783,21.3240908021251
"56","2101_BlkD",193.386144246355,0.000307902653590934,21.2795030951943
"57","2101_MA1d",201.879618934836,0.014771626925262,21.4505799910838
"58","2101_MA1dD",203.304999322388,-0.00396140610891836,21.4120633720855
"59","2101_MC1d",182.328674192788,0.00839878785143163,21.3553075519201
"60","2101_MC1dD",186.401630615105,-0.00736726176322823,21.3139702282651
"61","2101_MF2d",213.634476509403,0.013213634078633,21.3612447180108
"62","2101_MF2dD",215.669520673377,-0.00559307160951465,21.2669760022669
"63","2101_ML3d",240.215471617131,0.0123801323188498,21.405628037292
"64","2101_ML3dD",243.335149782457,-0.00525153541372492,21.303006716977
"65","2101_SA1d",240.803784970436,0.0175163581277778,21.2730388325823
"66","2101_SA1dD",242.457929131171,-0.0051520123947646,21.1838383664976
"67","2101_SC2d",192.345118467301,0.00942153452360226,21.3329809638457
"68","2101_SC2dD",193.758354143798,-0.00233415637623093,21.2271554970092
"69","2101_SF3d",216.403654776933,0.0102982093374856,21.4084461266929
"70","2101_SF3dD",218.732270713861,-0.00294330149378845,21.3703661741061
"71","2101_SL3d",244.160704674297,0.0134625605140061,21.5156739556224
"72","2101_SL3dD",246.870584617804,-0.00447848802569519,21.4577256381973
"73","2102_Blk",245.070456855967,0.000429548251435173,21.42894881476
"74","2102_BlkD",244.928717015343,0.000833900255869329,21.5908351207853
"75","2102_MA3d",225.60235666551,0.0120680020618539,21.3820541906184
"76","2102_MA3dD",224.863220763159,-0.00386069241960068,21.3273285395588
"77","2102_MC3d",216.490270973767,0.0130846660552084,21.5273829706828
"78","2102_MC3dD",216.105850561568,-0.00320640156884722,21.5985034187613
"79","2102_MF3d",245.555363858244,0.0184613219874044,21.7434550021953
"80","2102_MF3dD",245.834329394391,-0.00775643227911933,21.8784433812329
"81","2102_ML2d",168.869150433333,0.0119368917562775,21.3362658300577
"82","2102_ML2dD",168.634930306175,-0.00367321014189148,21.2683602214867
"83","2102_SA2d",198.547106289718,0.00810111990329789,21.3435158855754
"84","2102_SA2dD",197.664260387165,-0.00239539999279555,21.2411951630553
"85","2102_SC1d",243.880611025888,0.0167929059707175,21.4549068735617
"86","2102_SC1dD",242.035304210815,-0.0037273928750276,21.3653184264296
"87","2102_SF1d",199.882285066632,0.0134416757025633,21.3820495161781
"88","2102_SF1dD",199.298786819959,-0.00481097550838476,21.309319529631
"89","2102_SL1d",184.611354419946,0.0113370386973716,21.3263931222148
"90","2102_SL1dD",185.658024718322,-0.00494802906099702,21.269655599664
"91","2103_Blk",166.544259070721,-7.41940152512991e-05,21.4564144115716
"92","2103_BlkD",166.679559076997,0.000122195425912851,21.5979320345528
"93","2103_MA2d",182.153903663395,0.00379054836035883,21.4905335237819
"94","2103_MA2dD",184.197755700495,-0.00235080077729546,21.6107008202404
"95","2103_MC2d",238.385646180087,0.0140479082585693,21.6249630900308
"96","2103_MC2dD",241.101483387038,-0.00467303670336491,21.7713798228289
"97","2103_MF1d",200.563020061844,0.012472320312878,21.4009091774411
"98","2103_MF1dD",202.804709965098,-0.00500463539187493,21.3226822789191
"99","2103_ML1d",242.113655428826,0.0320609719269665,21.6884745696509
"100","2103_ML1dD",245.986051847228,-0.00859605130636999,21.8270676026246
"101","2103_SA3d",210.01069433966,0.0115349574609352,21.5700290003606
"102","2103_SA3dD",213.473417276411,-0.004980112985666,21.7283012465118
"103","2103_SC3d",194.328320415527,0.00570425027088315,21.4209848770341
"104","2103_SC3dD",195.215978142796,-0.00159749528993154,21.4143277050134
"105","2103_SF2d",217.391642613433,0.0110087061553969,21.3542875313599
"106","2103_SF2dD",219.926578250654,-0.00479080536031028,21.2775854837785
"107","2103_SL2d",193.96498390854,0.00877707233136179,21.4574135431524
"108","2103_SL2dD",195.209310081387,-0.00263429922881617,21.5040490924033
"109","2301_Blkc",170.352230014768,-0.000458359689921619,23.1823888956584
"110","2301_BlkcD",171.084492650754,-0.000249377937128742,23.0673521409002
"111","2301_MA1c",167.734097042773,0.0107487119054568,23.4221176909286
"112","2301_MA1cD",172.433752567118,-0.00485945448203343,23.3520529872967
"113","2301_MC1c",140.745150033689,0.0102111899168914,23.2302043540824
"114","2301_MC1cD",144.737901678466,-0.00383111520034824,23.1586341289387
"115","2301_MF1c",161.239950273627,0.0112450378058419,23.3546594781196
"116","2301_MF1cD",168.033565728142,-0.00582276968135655,23.2743290840301
"117","2301_ML3c",181.115080472023,0.0122955051517337,23.2248246550599
"118","2301_ML3cD",188.132494643907,-0.00535752864294655,23.1184841508813
"119","2301_SA1c",153.852669437386,0.0116987289516818,23.232900899343
"120","2301_SA1cD",163.210965600317,-0.00700859268631255,23.1657439296028
"121","2301_SC2c",147.703297032533,0.00850505159537839,23.3352135015374
"122","2301_SC2cD",152.58053647153,-0.00429042534182647,23.3460036055975
"123","2301_SF3c",162.633598243459,0.0111850101726489,23.2347704921304
"124","2301_SF3cD",168.625611416094,-0.00557930534964637,23.2006831743563
"125","2301_SL2c",155.613229510233,0.0148488978869547,23.3087599119499
