"","fragment.ID2","species","treatment","rate.type","meanTopt","seTopt","meanE","seE","meanTh_C","seTh_C","meanEh","seEh","meanlnc","selnc","meanPmax","sePmax"
"1","MA","PAST","deep","R",21.8188841804877,12.8511546355626,0.609375331322458,0.508723134423683,21.7517574176746,17.5156595929832,2.24464805110981,1.54762700178764,2.26477642064456,1.53007223077237,0.109398449256542,0.155883356787115
"2","MC","MCAV","deep","R",21.7926759357149,7.44104160329946,1.3433298954602,1.25945422341607,21.2934909757644,8.09245413420702,48.6156136391507,24.6556139021026,5.14374594337281,4.76493691620979,0.15387498666548,0.189376197195004
"3","MF","OFRA","deep","R",29.8886947867692,6.8119045424782,0.480529388888173,0.340363361088054,28.0398547822314,5.57831700951767,19.0006360895131,18.3447943413711,1.37095645605921,0.536621195727293,0.390747044846046,0.197529975334503
"4","ML","DLAB","deep","R",27.3939789392519,8.392025640524,0.0812375148412514,0.0273427921783118,29.5219536737696,10.7335045106189,13.3277718298946,10.7223038108469,0.844729199644024,0.321419156835046,0.226605928773719,0.183469143537575
"5","SA","PAST","shallow","R",18.3039416229951,0.734249881249864,3.26289532982583,NA,17.3977737617066,1.39838355463629,22.0347941037086,9.4259744706832,5.91446682457865,NA,0.0709375176127591,0.0629520931242572
"6","SC","MCAV","shallow","R",29.9751780992336,5.69853967959518,3.33993365277364,3.18274955839163,32.0891654726076,7.55987190043654,31.7216506100002,27.7470554525182,3.10701497794528,2.74104581841055,0.251524556959413,0.135797758296022
"7","SF","OFRA","shallow","R",28.9989887565915,5.97991219744695,1.20951117479209,1.08899580477899,30.6628146942126,7.94915941275612,5.86993154929504,1.58604169320312,2.32855086284937,1.79238821803197,0.435392518162333,0.17444520048118
"8","SL","DLAB","shallow","R",22.8805908804084,3.7222407409542,0.531205220381789,NA,21.3402628350747,2.27929299150696,51.4872097790526,25.6251673623606,1.31336778066595,NA,0.290428876669636,0.137822581855731
