"","treatment","Pnet.mean","N","Pnet.se","Rdark.mean","Rdark.se","Pgross.mean","Pgross.se","Temp.mean","Temp.se"
"1","deep",0.865339277127665,92,0.0820515129719962,-0.600508809015855,0.020791242679911,1.46589280905451,0.0785196237484959,27.9370292455108,0.62131691924286
"2","shallow",0.799671421544162,92,0.083796267881847,-0.609021978923647,0.0241944484106602,1.40932473912172,0.0828568305200788,27.9038348024308,0.619893076884417
