"","fragment.ID.full","Temp.C","fragment.ID","species","temp.Cat","treatment","genotype","rate.type","umol.cm2.hr","log.rate","K","fragment.ID2","fitted","residuals"
"166","2103_SC3dD",21.41432771,"SC3d","MCAV",21,"shallow","SC3","R",0.29012179,0.25473662476987,294.56432771,"SC",0.281538874823871,-0.0268022500540016
"167","2301_SC2cD",23.34600361,"SC2c","MCAV",23,"shallow","SC2","R",0.497716828,0.40394183384813,296.49600361,"SC",0.304125203000243,0.0998166308478864
"168","2302_SC3cD",23.4641731,"SC3c","MCAV",23,"shallow","SC3","R",0.367912707,0.313286006491856,296.6141731,"SC",0.305414821441261,0.00787118505059581
"169","2303_SC1cD",23.52140829,"SC1c","MCAV",23,"shallow","SC1","R",0.221621093,0.200178741472628,296.67140829,"SC",0.306038313673357,-0.105859572200728
"170","2601_SC1bD",26.08233528,"SC1b","MCAV",26,"shallow","SC1","R",0.300146038,0.262476595081248,299.23233528,"SC",0.333524241631128,-0.0710476465498798
"171","2603_SC3bD",26.49573969,"SC3b","MCAV",26,"shallow","SC3","R",0.305539785,0.266616583606522,299.64573969,"SC",0.337909790278934,-0.0712932066724117
"172","2902_SC1eD",29.29628737,"SC1e","MCAV",29,"shallow","SC1","R",0.424806628,0.354036104863461,302.44628737,"SC",0.367301250114018,-0.0132651452505572
"173","2902_SC3eD",29.15800047,"SC3e","MCAV",29,"shallow","SC3","R",0.612523708,0.477800472215367,302.30800047,"SC",0.365862741939164,0.111937730276202
"174","2903_SC2eD",29.80990085,"SC2e","MCAV",29,"shallow","SC2","R",0.409857827,0.343488867391304,302.95990085,"SC",0.372632537207295,-0.029143669815991
"175","3201_SC3gD",31.61821292,"SC3g","MCAV",32,"shallow","SC3","R",0.415265754,0.347317325474867,304.76821292,"SC",0.391259732557117,-0.0439424070822502
"176","3202_SC1gD",27.59180443,"SC1g","MCAV",32,"shallow","SC1","R",0.417867221,0.349153785502755,300.74180443,"SC",0.34947824274056,-0.000324457237804998
"177","3203_SC2gD",33.19486327,"SC2g","MCAV",32,"shallow","SC2","R",0.714058698,0.538864065796901,306.34486327,"SC",0.407321154319799,0.131542911477102
"178","3401_SC1fD",34.25277809,"SC1f","MCAV",34,"shallow","SC1","R",0.591621397,0.464753243184719,307.40277809,"SC",0.418005825810653,0.0467474173740663
"179","3402_SC3fD",33.93322071,"SC3f","MCAV",34,"shallow","SC3","R",0.386693193,0.326921914989402,307.08322071,"SC",0.414786137430593,-0.0878642224411905
"180","3403_SC2fD",34.12546148,"SC2f","MCAV",34,"shallow","SC2","R",0.576655285,0.455305694993608,307.27546148,"SC",0.416723854630323,0.0385818403632853
"181","3601_SC3aD",35.99775842,"SC3a","MCAV",36,"shallow","SC3","R",0.402215476,0.338053468671772,309.14775842,"SC",0.435469897647415,-0.0974164289756433
"182","3602_SC1aD",35.97726159,"SC1a","MCAV",36,"shallow","SC1","R",0.458418395,0.377352557440456,309.12726159,"SC",0.435265906108771,-0.0579133486683149
"183","3603_SC2aD",37.09565366,"SC2a","MCAV",36,"shallow","SC2","R",0.70422516,0.533110555828147,310.24565366,"SC",0.446357141677783,0.0867534141503634
"184","1901_MA1h",19.37902688,"MA1h","PAST",19,"deep","MA1","GP",1.470965259,0.904608867417552,292.52902688,"MA",0.848910473654798,0.0556983937627543
"185","1902_MA3h",19.48575875,"MA3h","PAST",19,"deep","MA3","GP",1.875278379,1.0561494970401,292.63575875,"MA",0.851419710232053,0.204729786808044
"186","1903_MA2h",19.52896285,"MA2h","PAST",19,"deep","MA2","GP",1.302222776,0.833875080595574,292.67896285,"MA",0.852434421472039,-0.0185593408764645
"187","2101_MA1d",21.45057999,"MA1d","PAST",21,"deep","MA1","GP",1.516521337,0.922877526037991,294.60057999,"MA",0.896856730422088,0.0260207956159026
"188","2102_MA3d",21.38205419,"MA3d","PAST",21,"deep","MA3","GP",1.565989862,0.942344315289303,294.53205419,"MA",0.895301387466776,0.0470429278225269
"189","2103_MA2d",21.49053352,"MA2d","PAST",21,"deep","MA2","GP",0.706920936,0.534691125223504,294.64053352,"MA",0.897762360117269,-0.363071234893764
"190","2301_MA1c",23.42211769,"MA1c","PAST",23,"deep","MA1","GP",1.992525504,1.09611768105361,296.57211769,"MA",0.940162635395639,0.155955045657968
"191","2302_MA2c",23.18776135,"MA2c","PAST",23,"deep","MA2","GP",1.147187663,0.764158922156514,296.33776135,"MA",0.935198876647711,-0.171039954491197
"192","2303_MA3c",23.48663306,"MA3c","PAST",23,"deep","MA3","GP",1.418379532,0.883097701000389,296.63663306,"MA",0.941517780683636,-0.0584200796832473
"193","2601_MA2b",26.58172473,"MA2b","PAST",26,"deep","MA2","GP",1.513365251,0.921622592607989,299.73172473,"MA",0.996632256866666,-0.0750096642586769
"194","2603_MA1b",26.51918999,"MA1b","PAST",26,"deep","MA1","GP",2.349469146,1.20880186939965,299.66918999,"MA",0.995819333583698,0.212982535815953
"195","2901_MA2e",29.21553139,"MA2e","PAST",29,"deep","MA2","GP",1.000785946,0.693540076366278,302.36553139,"MA",1.00492815647936,-0.311388080113079
"196","2902_MA3e",29.18732802,"MA3e","PAST",29,"deep","MA3","GP",2.161098158,1.15091948558273,302.33732802,"MA",1.00523008704543,0.145689398537304
"197","2903_MA1e",29.56073867,"MA1e","PAST",29,"deep","MA1","GP",2.055964927,1.1170953944714,302.71073867,"MA",1.00023096929733,0.116864425174074
"198","3201_MA2g",32.17869459,"MA2g","PAST",32,"deep","MA2","GP",1.71965719,1.00050583927683,305.32869459,"MA",0.875366401837823,0.12513943743901
"199","3202_MA1g",32.26629901,"MA1g","PAST",32,"deep","MA1","GP",1.91773164,1.07080647877061,305.41629901,"MA",0.867415048522674,0.203391430247933
"200","3203_MA3g",32.48217587,"MA3g","PAST",32,"deep","MA3","GP",0.774536006,0.573538983684696,305.63217587,"MA",0.846479251274639,-0.272940267589943
"201","3401_MA3f",34.26209419,"MA3f","PAST",34,"deep","MA3","GP",0.694462124,0.527365359498835,307.41209419,"MA",0.591182880574976,-0.0638175210761412
"202","3402_MA2f",34.36207169,"MA2f","PAST",34,"deep","MA2","GP",0.475549449,0.389030428224589,307.51207169,"MA",0.572068762649513,-0.183038334424923
"203","3403_MA1f",34.40576112,"MA1f","PAST",34,"deep","MA1","GP",1.239543321,0.806271970528135,307.55576112,"MA",0.563549330202455,0.24272264032568
"204","3601_MA3a",36.07274286,"MA3a","PAST",36,"deep","MA3","GP",0.062425169,0.0605541901597133,309.22274286,"MA",0.16398472455868,-0.103430534398966
"205","3602_MA1a",36.19863054,"MA1a","PAST",36,"deep","MA1","GP",0.15966263,0.148129126610325,309.34863054,"MA",0.128195901414803,0.019933225195522
"206","3603_MA2a",36.85164852,"MA2a","PAST",36,"deep","MA2","GP",-0.004114508,-0.00412299587833709,310.00164852,"MA",-0.0686679639554144,0.0645449680770773
"207","1901_SA2h",19.32744307,"SA2h","PAST",19,"shallow","SA2","GP",1.114627539,0.748878692498299,292.47744307,"SA",0.854825303084448,-0.10594661058615
"208","1902_SA1h",19.4777328,"SA1h","PAST",19,"shallow","SA1","GP",1.674691663,0.98383410753609,292.6277328,"SA",0.8623061879808,0.12152791955529
"209","1903_SA3h",19.65394764,"SA3h","PAST",19,"shallow","SA3","GP",1.167577667,0.773610261556542,292.80394764,"SA",0.870989670605905,-0.0973794090493629
"210","2101_SA1d",21.27303883,"SA1d","PAST",21,"shallow","SA1","GP",2.122590859,1.13866306075278,294.42303883,"SA",0.945519276449565,0.193143784303214
"211","2102_SA2d",21.34351589,"SA2d","PAST",21,"shallow","SA2","GP",1.341550729,0.850813414578671,294.49351589,"SA",0.948511651420874,-0.0976982368422032
"212","2103_SA3d",21.570029,"SA3d","PAST",21,"shallow","SA3","GP",1.572836187,0.945008865124367,294.720029,"SA",0.957962810700844,-0.0129539455764768
"213","2301_SA1c",23.2329009,"SA1c","PAST",23,"shallow","SA1","GP",2.044376685,1.1132961790583,296.3829009,"SA",1.01816391838472,0.0951322606735734
"214","2302_SA2c",23.46502458,"SA2c","PAST",23,"shallow","SA2","GP",1.70596662,0.995459194121884,296.61502458,"SA",1.02504122593344,-0.0295820318115516
"215","2303_SA3c",23.62506358,"SA3c","PAST",23,"shallow","SA3","GP",1.682080044,0.986592629306009,296.77506358,"SA",1.02952783677808,-0.0429352074720667
"216","2601_SA1b",26.51469882,"SA1b","PAST",26,"shallow","SA1","GP",2.409939985,1.2266946914338,299.66469882,"SA",1.06457338545832,0.162121305975488
"217","2603_SA2b",26.73886193,"SA2b","PAST",26,"shallow","SA2","GP",1.573279697,0.945181232016639,299.88886193,"SA",1.06276954647494,-0.117588314458302
"218","2902_SA2e",29.28028458,"SA2e","PAST",29,"shallow","SA2","GP",1.334028842,0.847595891114491,302.43028458,"SA",0.981009704101831,-0.13341381298734
"219","2903_SA1e",29.62348308,"SA1e","PAST",29,"shallow","SA1","GP",1.461585119,0.900805499752304,302.77348308,"SA",0.960298390182827,-0.0594928904305237
"220","3201_SA1g",32.08356481,"SA1g","PAST",32,"shallow","SA1","GP",1.418903283,0.88331424860452,305.23356481,"SA",0.737963936550064,0.145350312054456
"221","3202_SA2g",32.38364193,"SA2g","PAST",32,"shallow","SA2","GP",1.419524925,0.883571208913404,305.53364193,"SA",0.702058557051852,0.181512651861553
"222","3203_SA3g",32.61849441,"SA3g","PAST",32,"shallow","SA3","GP",0.559174814,0.444156715925286,305.76849441,"SA",0.672686832629317,-0.228530116704031
"223","3401_SA3f",34.21157049,"SA3f","PAST",34,"shallow","SA3","GP",0.30945429,0.269610477903541,307.36157049,"SA",0.445944635211693,-0.176334157308152
"224","3402_SA2f",34.25604849,"SA2f","PAST",34,"shallow","SA2","GP",0.432756823,0.359600436609022,307.40604849,"SA",0.438975934099662,-0.0793754974906406
"225","3403_SA1f",34.07409079,"SA1f","PAST",34,"shallow","SA1","GP",1.308307187,0.836514436409734,307.22409079,"SA",0.467279853010205,0.36923458339953
"226","3601_SA3a",36.01354158,"SA3a","PAST",36,"shallow","SA3","GP",0.073380477,0.0708129925944424,309.16354158,"SA",0.140326194791293,-0.0695132021968511
"227","3602_SA1a",36.25955211,"SA1a","PAST",36,"shallow","SA1","GP",-0.058083156,-0.0598382843108227,309.40955211,"SA",0.0953331026323239,-0.155171386943147
"228","3603_SA2a",36.78332632,"SA2a","PAST",36,"shallow","SA2","GP",0.144828445,0.13525479608629,309.93332632,"SA",-0.00263720430206149,0.137892000388351
"229","1901_MA1hD",19.4234861,"MA1h","PAST",19,"deep","MA1","R",0.412524041,0.345378204070608,292.5734861,"MA",0.310601398505131,0.0347768055654776
"230","1902_MA3hD",19.49327482,"MA3h","PAST",19,"deep","MA3","R",0.433613554,0.360198217713925,292.64327482,"MA",0.311633234145522,0.0485649835684028
"231","1903_MA2hD",19.52287042,"MA2h","PAST",19,"deep","MA2","R",0.314416364,0.273392737450398,292.67287042,"MA",0.312070660494856,-0.0386779230444578
"232","2101_MA1dD",21.41206337,"MA1d","PAST",21,"deep","MA1","R",0.346890996,0.297798970619962,294.56206337,"MA",0.339811259985784,-0.0420122893658212
"233","2102_MA3dD",21.32732854,"MA3d","PAST",21,"deep","MA3","R",0.457194324,0.376512891003319,294.47732854,"MA",0.338574651874499,0.0379382391288193
"234","2103_MA2dD",21.61070082,"MA2d","PAST",21,"deep","MA2","R",0.276250858,0.243926762778589,294.76070082,"MA",0.342707359920727,-0.0987805971421387
"235","2301_MA1cD",23.35205299,"MA1c","PAST",23,"deep","MA1","R",0.579213478,0.456926924361774,296.50205299,"MA",0.367929860027304,0.0889970643344704
"236","2302_MA2cD",23.04485674,"MA2d","PAST",23,"deep","MA2","R",0.447164566,0.369606170277362,296.19485674,"MA",0.363501840795615,0.00610432948174738
"237","2303_MA3cD",23.49818581,"MA3c","PAST",23,"deep","MA3","R",0.434015663,0.36047866471192,296.64818581,"MA",0.370033043546826,-0.0095543788349064
"238","2601_MA2bD",26.38071003,"MA2b","PAST",26,"deep","MA2","R",0.452151358,0.373046152016716,299.53071003,"MA",0.41109964076773,-0.0380534887510139
"239","2603_MA1bD",26.30956201,"MA1b","PAST",26,"deep","MA1","R",0.610709545,0.476674793091847,299.45956201,"MA",0.410095528937812,0.066579264154035
"240","2901_MA2eD",29.13808695,"MA2e","PAST",29,"deep","MA2","R",0.364147752,0.310529876135448,302.28808695,"MA",0.449650366149015,-0.139120490013566
"241","2902_MA3eD",29.09686925,"MA3e","PAST",29,"deep","MA3","R",0.655340322,0.504006620317934,302.24686925,"MA",0.44907928251154,0.0549273378063944
"242","2903_MA1eD",29.71926291,"MA1e","PAST",29,"deep","MA1","R",0.555588209,0.441853743558721,302.86926291,"MA",0.457686186428039,-0.015832442869318
"243","3201_MA2gD",31.90663692,"MA2g","PAST",32,"deep","MA2","R",0.651674506,0.50178962541943,305.05663692,"MA",0.487656147247579,0.0141334781718507
"244","3202_MA1gD",32.14458031,"MA1g","PAST",32,"deep","MA1","R",0.699050806,0.530069745715326,305.29458031,"MA",0.490890391971112,0.0391793537442136
"245","3203_MA3gD",32.56900149,"MA3g","PAST",32,"deep","MA3","R",0.655169676,0.503903526836715,305.71900149,"MA",0.496646836548765,0.00725669028795017
"246","3401_MA3fD",34.08590081,"MA3f","PAST",34,"deep","MA3","R",0.55433904,0.441050400607478,307.23590081,"MA",0.517090615120434,-0.0760402145129559
"247","3402_MA2fD",34.23409028,"MA2f","PAST",34,"deep","MA2","R",0.493500781,0.401122881606599,307.38409028,"MA",0.519076997269386,-0.117954115662787
"248","3403_MA1fD",34.217782,"MA1f","PAST",34,"deep","MA1","R",0.826569022,0.60243935575355,307.367782,"MA",0.518858489322158,0.0835808664313918
"249","3601_MA3aD",35.88783519,"MA3a","PAST",36,"deep","MA3","R",0.835697565,0.607424553684121,309.03783519,"MA",0.541115104234716,0.0663094494494051
"250","3602_MA1aD",36.04676621,"MA1a","PAST",36,"deep","MA1","R",0.769856924,0.570898709420197,309.19676621,"MA",0.543220630403947,0.0276780790162499
"251","3603_MA2aD",37.25858075,"MA2a","PAST",36,"deep","MA2","R",0.289991301,0.254635474939991,310.40858075,"MA",0.254632086431827,3.38850816439251e-06
"252","1901_SA2hD",19.35084681,"SA2h","PAST",19,"shallow","SA2","R",0.29901642,0.261607378101259,292.50084681,"SA",0.313785581990564,-0.0521782038893051
"253","1902_SA1hD",19.39714472,"SA1h","PAST",19,"shallow","SA1","R",0.504518696,0.408473043730592,292.54714472,"SA",0.31705448288184,0.0914185608487527
"254","1903_SA3hD",19.61678121,"SA3h","PAST",19,"shallow","SA3","R",0.330332739,0.285429090643188,292.76678121,"SA",0.330996554892402,-0.045567464249214
"255","2101_SA1dD",21.18383837,"SA1d","PAST",21,"shallow","SA1","R",0.512328147,0.41365028264923,294.33383837,"SA",0.384530776387975,0.0291195062612547
"256","2102_SA2dD",21.24119516,"SA2d","PAST",21,"shallow","SA2","R",0.40477624,0.339878030316046,294.39119516,"SA",0.385622263851329,-0.0457442335352832
"257","2103_SA3dD",21.72830125,"SA3d","PAST",21,"shallow","SA3","R",0.480665251,0.392491480702813,294.87830125,"SA",0.393692618333932,-0.00120113763111873
"258","2301_SA1cD",23.16574393,"SA1c","PAST",23,"shallow","SA1","R",0.729891113,0.548058466066426,296.31574393,"SA",0.410387697665676,0.137670768400749
"259","2302_SA2cD",23.40973362,"SA2c","PAST",23,"shallow","SA2","R",0.493747909,0.401288336864068,296.55973362,"SA",0.412691430441132,-0.0114030935770641
"260","2303_SA3cD",23.71630811,"SA3c","PAST",23,"shallow","SA3","R",0.452400535,0.373217728913801,296.86630811,"SA",0.415475239846452,-0.0422575109326512
"261","2601_SA1bD",26.25362477,"SA1b","PAST",26,"shallow","SA1","R",0.742409348,0.555268838195941,299.40362477,"SA",0.436335547066385,0.118933291129557
"262","2603_SA2bD",26.50437759,"SA2b","PAST",26,"shallow","SA2","R",0.464808833,0.38172474453475,299.65437759,"SA",0.43830424227145,-0.0565794977366992
"263","2901_SA3eD",29.3343961,"SA3e","PAST",29,"shallow","ML1","R",0.51333127,0.414313359948094,302.4843961,"SA",0.460141160616304,-0.0458278006682102
"264","2902_SA2eD",29.25570441,"SA2e","PAST",29,"shallow","SA2","R",0.385158681,0.325814704195666,302.40570441,"SA",0.459541038972661,-0.133726334776995
"265","2903_SA1eD",29.81520736,"SA1e","PAST",29,"shallow","SA1","R",0.757063813,0.563644127839682,302.96520736,"SA",0.463800600619006,0.099843527220676
"266","3201_SA1gD",31.8022994,"SA1g","PAST",32,"shallow","SA1","R",0.58521096,0.460717496264317,304.9522994,"SA",0.478796653019032,-0.0180791567547149
"267","3202_SA2gD",32.43444741,"SA2g","PAST",32,"shallow","SA2","R",0.525290878,0.422185131543008,305.58444741,"SA",0.483525705973431,-0.0613405744304235
"268","3203_SA3gD",32.73801521,"SA3g","PAST",32,"shallow","SA3","R",0.592273553,0.465162902435016,305.88801521,"SA",0.485789683034017,-0.0206267805990014
"269","3401_SA3fD",34.03744971,"SA3f","PAST",34,"shallow","SA3","R",0.443191684,0.366857108114499,307.18744971,"SA",0.495429988167032,-0.128572880052534
"270","3402_SA2fD",34.12666647,"SA2f","PAST",34,"shallow","SA2","R",0.48848033,0.397755686740763,307.27666647,"SA",0.496088876299382,-0.0983331895586184
"271","3403_SA1fD",33.86645805,"SA1f","PAST",34,"shallow","SA1","R",0.782731694,0.578146847468002,307.01645805,"SA",0.494166100112334,0.083980747355668
"272","3601_SA3aD",35.718176,"SA3a","PAST",36,"shallow","SA3","R",0.587956209,0.46244778624824,308.868176,"SA",0.507778559779677,-0.0453307735314367
"273","3602_SA1aD",36.24829061,"SA1a","PAST",36,"shallow","SA1","R",0.858570271,0.619807520640313,309.39829061,"SA",0.511645554451892,0.108161966188421
"274","3603_SA2aD",37.09902335,"SA2a","PAST",36,"shallow","SA2","R",0.926035958,0.655463982983587,310.24902335,"SA",0.517823717011861,0.137640265971726
"275","1901_MF2h",19.40560019,"MF2h","OFRA",19,"deep","MF2","GP",1.635739614,0.969163831032747,292.55560019,"MF",0.948470276980028,0.020693554052719
"276","1902_MF1h",19.39865554,"MF1h","OFRA",19,"deep","MF1","GP",1.686288595,0.988160536484213,292.54865554,"MF",0.948108146457488,0.0400523900267253
"277","1903_MF3h",19.49347799,"MF3h","OFRA",19,"deep","MF3","GP",1.745571621,1.00998929408385,292.64347799,"MF",0.953046544631946,0.0569427494518988
"278","2101_MF2d",21.36124472,"MF2d","OFRA",21,"deep","MF2","GP",1.393573057,0.872787252467958,294.51124472,"MF",1.04700486595964,-0.174217613491679
"279","2102_MF3d",21.743455,"MF3d","OFRA",21,"deep","MF3","GP",2.387580721,1.2201160149994,294.893455,"MF",1.06523841468404,0.154877600315363
"280","2103_MF1d",21.40090918,"MF1d","OFRA",21,"deep","MF1","GP",1.992041785,1.09595602558958,294.55090918,"MF",1.04891609365885,0.0470399319307337
"281","2301_MF1c",23.35465948,"MF1c","OFRA",23,"deep","MF1","GP",1.898130565,1.06406589636878,296.50465948,"MF",1.13647526522045,-0.0724093688516767
"282","2302_MF3c",23.31124917,"MF3c","OFRA",23,"deep","MF3","GP",1.649820842,0.974492030920236,296.46124917,"MF",1.13470346076906,-0.16021142984882
"283","2303_MF2c",23.46014772,"MF2c","OFRA",23,"deep","MF2","GP",1.911612667,1.06870710878142,296.61014772,"MF",1.14073991416529,-0.0720328053838653
"284","2601_MF3b",26.4808542,"MF3b","OFRA",26,"deep","MF3","GP",3.341743933,1.4682760952813,299.6308542,"MF",1.22712945566746,0.241146639613834
"285","2603_MF2b",26.73390461,"MF2b","OFRA",26,"deep","MF2","GP",2.15906256,1.15027532535922,299.88390461,"MF",1.22989940360539,-0.0796240782461735
"286","2901_MF1e",29.22986688,"MF1e","OFRA",29,"deep","MF1","GP",2.479178069,1.24679607882086,302.37986688,"MF",1.19407686035997,0.0527192184608849
"287","2902_MF3e",29.34466851,"MF3e","OFRA",29,"deep","MF3","GP",2.04576322,1.11375151671739,302.49466851,"MF",1.18898371283575,-0.0752321961183604
"288","2903_MF2e",29.58540819,"MF2e","OFRA",29,"deep","MF2","GP",2.183019268,1.15783020169037,302.73540819,"MF",1.17712195817779,-0.0192917564874191
"289","3201_MF3g",32.05995868,"MF3g","OFRA",32,"deep","MF3","GP",1.945361443,1.08023154064232,305.20995868,"MF",0.950525481774276,0.129706058868042
"290","3202_MF2g",32.40541272,"MF2g","OFRA",32,"deep","MF2","GP",1.396214096,0.873890031853884,305.55541272,"MF",0.902547662433596,-0.028657630579712
"291","3203_MF1g",32.66241867,"MF1g","OFRA",32,"deep","MF1","GP",1.657137893,0.977249563436291,305.81241867,"MF",0.864214177449444,0.113035385986847
"292","3401_MF3f",34.24929989,"MF3f","OFRA",34,"deep","MF3","GP",0.510297757,0.412306821453652,307.39929989,"MF",0.579989013761142,-0.167682192307489
"293","3402_MF1f",34.36107548,"MF1f","OFRA",34,"deep","MF1","GP",0.717888442,0.541095886645792,307.51107548,"MF",0.557091065916431,-0.0159951792706392
"294","3403_MF2f",34.53194238,"MF2f","OFRA",34,"deep","MF2","GP",0.582724774,0.459147902232635,307.68194238,"MF",0.521418864123798,-0.0622709618911637
"295","3601_MF1a",36.13279546,"MF1a","OFRA",36,"deep","MF1","GP",0.06097526,0.0591885417351038,309.28279546,"MF",0.152350565058475,-0.0931620233233711
"296","3602_MF3a",36.14535879,"MF3a","OFRA",36,"deep","MF3","GP",0.160905293,0.149200125745033,309.29535879,"MF",0.149235945319267,-3.58195742341805e-05
"297","3603_MF2a",36.78728746,"MF2a","OFRA",36,"deep","MF2","GP",0.16297569,0.150981970480571,309.93728746,"MF",-0.0136275569735802,0.164609527454151
"298","1901_SF3h",19.49839825,"SF3h","OFRA",19,"shallow","SF3","GP",2.837185301,1.34473910329655,292.64839825,"SF",0.934786389318728,0.409952713977819
"299","1902_SF2h",19.51564747,"SF2h","OFRA",19,"shallow","SF2","GP",1.59803068,0.954753727262592,292.66564747,"SF",0.935548914337042,0.0192048129255497
"300","1903_SF1h",19.29413575,"SF1h","OFRA",19,"shallow","SF1","GP",0.994920492,0.690604195913564,292.44413575,"SF",0.925733642336249,-0.235129446422685
"301","2101_SF3d",21.40844613,"SF3d","OFRA",21,"shallow","SF3","GP",1.510874738,0.920631193626475,294.55844613,"SF",1.01692288180458,-0.0962916881781055
"302","2102_SF1d",21.38204952,"SF1d","OFRA",21,"shallow","SF1","GP",1.76679733,1.01769045273009,294.53204952,"SF",1.01582627722103,0.00186417550905937
"303","2103_SF2d",21.35428753,"SF2d","OFRA",21,"shallow","SF2","GP",1.568854873,0.94346022490105,294.50428753,"SF",1.0146715378038,-0.0712113129027456
"304","2301_SF3c",23.23477049,"SF3c","OFRA",23,"shallow","SF3","GP",1.640266583,0.970879890469339,296.38477049,"SF",1.08880007263164,-0.117920182162296
"305","2302_SF1c",23.41529366,"SF1c","OFRA",23,"shallow","SF1","GP",1.782157172,1.02322658795142,296.56529366,"SF",1.09536146242738,-0.0721348744759605
"306","2303_SF2c",23.43753961,"SF2c","OFRA",23,"shallow","SF2","GP",2.466560626,1.24316292835753,296.58753961,"SF",1.0961615208715,0.147001407486024
"307","2601_SF1b",26.60125821,"SF1b","OFRA",26,"shallow","SF1","GP",2.323141607,1.20091060266853,299.75125821,"SF",1.18047940397563,0.0204311986928996
"308","2603_SF2b",26.64301224,"SF2b","OFRA",26,"shallow","SF2","GP",2.008824591,1.10154950116638,299.79301224,"SF",1.18102319685381,-0.0794736956874258
"309","2901_SF1e",29.17168588,"SF1e","OFRA",29,"shallow","SF1","GP",1.777022265,1.02137922593746,302.32168588,"SF",1.16294810787087,-0.141568881933409
"310","2902_SF3e",29.43510785,"SF3e","OFRA",29,"shallow","SF3","GP",2.255648781,1.18039157407885,302.58510785,"SF",1.15350306861644,0.0268885054624124
"311","2903_SF2e",29.55366054,"SF2e","OFRA",29,"shallow","SF2","GP",2.100492465,1.13156095855166,302.70366054,"SF",1.14866272523894,-0.0171017666872857
"312","3201_SF2g",32.0725811,"SF2g","OFRA",32,"shallow","SF2","GP",3.376002778,1.4761356999458,305.2225811,"SF",0.941822923782821,0.534312776162983
"313","3202_SF3g",32.3880204,"SF3g","OFRA",32,"shallow","SF3","GP",2.354513247,1.21030667703671,305.5380204,"SF",0.900012993960089,0.310293683076618
"314","3203_SF1g",32.73067225,"SF1g","OFRA",32,"shallow","SF1","GP",0.901749696,0.642774355042494,305.88067225,"SF",0.850277793625851,-0.207503438583358
"315","3401_SF1f",34.37495529,"SF1f","OFRA",34,"shallow","SF1","GP",0.37633258,0.319422410887668,307.52495529,"SF",0.550129262406419,-0.230706851518751
"316","3402_SF3f",34.20079094,"SF3f","OFRA",34,"shallow","SF3","GP",0.486318187,0.396302046523872,307.35079094,"SF",0.586553439514841,-0.190251392990969
"317","3403_SF2f",34.40521442,"SF2f","OFRA",34,"shallow","SF2","GP",0.339068066,0.291973898874863,307.55521442,"SF",0.543695492213525,-0.251721593338661
"318","3601_SF1a",36.00489498,"SF1a","OFRA",36,"shallow","SF1","GP",0.155847452,0.144833799604727,309.15489498,"SF",0.163228851853934,-0.0183950522492069
"319","3602_SF3a",36.37937032,"SF3a","OFRA",36,"shallow","SF3","GP",0.125513231,0.118239136959702,309.52937032,"SF",0.0641580801617574,0.0540810567979445
"320","3603_SF2a",36.65934967,"SF2a","OFRA",36,"shallow","SF2","GP",0.21337129,0.193402675458271,309.80934967,"SF",-0.0119771722682682,0.205379847726539
"321","1901_MF2hD",19.43796389,"MF2h","OFRA",19,"deep","MF2","R",0.53935115,0.43136099647179,292.58796389,"MF",0.412793910557329,0.0185670859144616
"322","1902_MF1hD",19.34797764,"MF1h","OFRA",19,"deep","MF1","R",0.541404883,0.43269426225605,292.49797764,"MF",0.411240812814706,0.0214534494413448
"323","1903_MF3hD",19.44422971,"MF3h","OFRA",19,"deep","MF3","R",0.449090662,0.370936230049255,292.59422971,"MF",0.412902018514235,-0.0419657884649805
"324","2101_MF2dD",21.266976,"MF2d","OFRA",21,"deep","MF2","R",0.437956876,0.363223269975744,294.416976,"MF",0.44415558452352,-0.0809323145477754
"325","2102_MF3dD",21.87844338,"MF3d","OFRA",21,"deep","MF3","R",0.776184058,0.574467275461373,295.02844338,"MF",0.454553553494848,0.119913721966525
"326","2103_MF1dD",21.32268228,"MF1d","OFRA",21,"deep","MF1","R",0.578405535,0.456415182435781,294.47268228,"MF",0.445104654548065,0.0113105278877164
"327","2301_MF1cD",23.27432908,"MF1c","OFRA",23,"deep","MF1","R",0.612444676,0.477751459641843,296.42432908,"MF",0.478129768518338,-0.000378308876494537
"328","2302_MF3cD",23.15993515,"MF3c","OFRA",23,"deep","MF3","R",0.516561505,0.416445604528166,296.30993515,"MF",0.476206035139888,-0.0597604306117223
"329","2303_MF2cD",23.44509852,"MF2c","OFRA",23,"deep","MF2","R",0.593591187,0.465990077586921,296.59509852,"MF",0.480998793289971,-0.01500871570305
"330","2601_MF3bD",26.19052226,"MF3b","OFRA",26,"deep","MF3","R",0.953493551,0.66961933425338,299.34052226,"MF",0.526674140989682,0.142945193263698
"331","2603_MF2bD",26.56522905,"MF2b","OFRA",26,"deep","MF2","R",0.640305123,0.494882275140595,299.71522905,"MF",0.532843203901204,-0.0379609287606091
"332","2901_MF1eD",29.0884778,"MF1e","OFRA",29,"deep","MF1","R",0.657433278,0.505270187667341,302.2384778,"MF",0.573986914852794,-0.0687167271854532
"333","2902_MF3eD",29.31042849,"MF3e","OFRA",29,"deep","MF3","R",0.881288295,0.631956805454045,302.46042849,"MF",0.577573161277864,0.0543836441761807
"334","2903_MF2eD",29.80618244,"MF2e","OFRA",29,"deep","MF2","R",0.765948437,0.568687904133765,302.95618244,"MF",0.585564503355615,-0.01687659922185
