"","fragment.ID.full","Intercept","umol.L.sec","Temp.C","fragment.ID","species","genotype","chamber.channel","run","temp.Cat","light_dark","treatment","surf.area.cm2","volume.mls","volume","umol.sec","BLANK","blank.rate"
"138","2302_SA2cD",176.707643975753,-0.00624863634131824,23.409733619141,"SA2c","PAST","112",1,2302,23,"dark","shallow",23.0687449405215,581,0.581,-0.0036304577143059,"0",-0.000466528663238305
"139","2302_SC3c",173.376395454184,0.00847745373485945,23.6118631198892,"SC3c","MCAV","213",7,2302,23,"light","shallow",18.8895253882565,580,0.58,0.00491692316621848,"0",-0.000507650933597338
"140","2302_SC3cD",175.696504725627,-0.00413275843336337,23.4641731017837,"SC3c","MCAV","213",7,2302,23,"dark","shallow",18.8895253882565,580,0.58,-0.00239699989135075,"0",-0.000466528663238305
"141","2302_SF1c",169.059745633677,0.0108226270989457,23.4152936598255,"SF1c","OFRA","311",3,2302,23,"light","shallow",19.0469223116522,580,0.58,0.00627712371738853,"0",-0.000507650933597338
"142","2302_SF1cD",171.793710383618,-0.00536346917666051,23.3508109931457,"SF1c","OFRA","311",3,2302,23,"dark","shallow",19.0469223116522,580,0.58,-0.00311081212246309,"0",-0.000466528663238305
"143","2302_SL1c",157.002653498372,0.0123250866669606,23.2959354399753,"SL1c","DLAB","411",6,2302,23,"light","shallow",18.5828490678841,574,0.574,0.00707459974683536,"0",-0.000507650933597338
"144","2302_SL1cD",161.221601463135,-0.00691662062161317,23.1721624517834,"SL1c","DLAB","411",6,2302,23,"dark","shallow",18.5828490678841,574,0.574,-0.00397014023680596,"0",-0.000466528663238305
"145","2303_Blkc",168.209260167869,-0.00080114256295108,23.4777852901634,"2303_Blkc","BLANK","BLANK",3,2303,23,"light","blank",NA,612,0.612,-0.000490299248526061,"1",-0.000490299248526061
"146","2303_BlkcD",169.005108521136,-0.000688294701078288,23.5564002476811,"2303_Blkc","BLANK","BLANK",3,2303,23,"dark","blank",NA,612,0.612,-0.000421236357059912,"1",-0.000421236357059912
"147","2303_MA3c",150.647592588495,0.0137537838751989,23.4866330624104,"MA3c","PAST","123",10,2303,23,"light","deep",30.0617827897883,562,0.562,0.00772962653786176,"0",-0.000490299248526061
"148","2303_MA3cD",154.10283593167,-0.00719836667814049,23.498185808611,"MA3c","PAST","123",10,2303,23,"dark","deep",30.0617827897883,562,0.562,-0.00404548207311496,"0",-0.000421236357059912
"149","2303_MC2c",168.077607000577,0.00675773985448334,23.4496590309425,"MC2c","MCAV","222",4,2303,23,"light","deep",19.609386530605,578,0.578,0.00390597363589137,"0",-0.000490299248526061
"150","2303_MC2cD",171.080979112765,-0.00419141410189591,23.4389105678347,"MC2c","MCAV","222",4,2303,23,"dark","deep",19.609386530605,578,0.578,-0.00242263735089583,"0",-0.000421236357059912
"151","2303_MF2c",175.948412167935,0.0105724929946966,23.4601477176019,"MF2c","OFRA","322",1,2303,23,"light","deep",17.914789086641,574,0.574,0.00606861097895586,"0",-0.000490299248526061
"152","2303_MF2cD",179.18456688757,-0.00588003862111248,23.4450985163195,"MF2c","OFRA","322",1,2303,23,"dark","deep",17.914789086641,574,0.574,-0.00337514216851856,"0",-0.000421236357059912
"153","2303_ML2c",169.900532844063,0.0150467667051223,23.4473848048256,"ML2c","DLAB","422",8,2303,23,"light","deep",19.6139709840228,570,0.57,0.00857665702191971,"0",-0.000490299248526061
"154","2303_ML2cD",173.156197684456,-0.00552837229999523,23.5105383677164,"ML2c","DLAB","422",8,2303,23,"dark","deep",19.6139709840228,570,0.57,-0.00315117221099728,"0",-0.000421236357059912
"155","2303_SA3c",171.380363336014,0.0110940897153592,23.6250635767642,"SA3c","PAST","113",9,2303,23,"light","shallow",20.1757614701915,577,0.577,0.00640128976576225,"0",-0.000490299248526061
"156","2303_SA3cD",174.870105275422,-0.00512419418810517,23.7163081062109,"SA3c","PAST","113",9,2303,23,"dark","shallow",20.1757614701915,577,0.577,-0.00295666004653668,"0",-0.000421236357059912
"157","2303_SC1c",146.212948995798,0.011205143457709,23.4828376129538,"SC1c","MCAV","211",5,2303,23,"light","shallow",26.8980690765683,570,0.57,0.00638693177089411,"0",-0.000490299248526061
"158","2303_SC1cD",147.733790921626,-0.00364406937933108,23.5214082860423,"SC1c","MCAV","211",5,2303,23,"dark","shallow",26.8980690765683,570,0.57,-0.00207711954621872,"0",-0.000421236357059912
"159","2303_SF2c",158.901823175422,0.0116779073501285,23.4375396078208,"SF2c","OFRA","312",6,2303,23,"light","shallow",14.7301849232542,572,0.572,0.0066797630042735,"0",-0.000490299248526061
"160","2303_SF2cD",163.356959659144,-0.00584553269084563,23.4786915758146,"SF2c","OFRA","312",6,2303,23,"dark","shallow",14.7301849232542,572,0.572,-0.0033436446991637,"0",-0.000421236357059912
"161","2303_SL3c",171.355378573284,0.0109358816940171,23.6194086591151,"SL3c","DLAB","413",7,2303,23,"light","shallow",21.2565423225344,590,0.59,0.00645217019947006,"0",-0.000490299248526061
"162","2303_SL3cD",174.879002528707,-0.00638293429832167,23.6277329507722,"SL3c","DLAB","413",7,2303,23,"dark","shallow",21.2565423225344,590,0.59,-0.00376593123600978,"0",-0.000421236357059912
"163","2601_Blkb",176.323385936126,-0.000200697588619636,26.3592185422102,"2601_Blkb","BLANK","BLANK",4,2601,26,"light","blank",NA,614,0.614,-0.000123228319412457,"1",-0.000123228319412457
"164","2601_BlkbD",176.340570641292,3.30000216859278e-05,25.9725212093573,"2601_Blkb","BLANK","BLANK",4,2601,26,"dark","blank",NA,614,0.614,2.02620133151597e-05,"1",2.02620133151597e-05
"165","2601_MA2b",182.870681654348,0.0101939527623596,26.5817247348636,"MA2b","PAST","122",10,2601,26,"light","deep",20.4060642127952,578,0.578,0.00589210469664386,"0",-0.000123228319412457
"166","2601_MA2bD",186.168130169773,-0.00439911879489471,26.3807100331732,"MA2b","PAST","122",10,2601,26,"dark","deep",20.4060642127952,578,0.578,-0.00254269066344914,"0",2.02620133151597e-05
"167","2601_MC1b",168.257363881452,0.0133637586388675,26.5264048438174,"MC1b","MCAV","221",3,2601,26,"light","deep",21.3804557012731,591,0.591,0.00789798135557069,"0",-0.000123228319412457
"168","2601_MC1bD",171.976924669895,-0.00419073051343191,26.2628879359591,"MC1b","MCAV","221",3,2601,26,"dark","deep",21.3804557012731,591,0.591,-0.00247672173343826,"0",2.02620133151597e-05
"169","2601_MF3b",204.851582543595,0.029747643326474,26.4808541954119,"MF3b","OFRA","323",8,2601,26,"light","deep",25.4760712693406,564,0.564,0.0167776708361314,"0",-0.000123228319412457
"170","2601_MF3bD",210.420522082102,-0.0119278597326714,26.190522255112,"MF3b","OFRA","323",8,2601,26,"dark","deep",25.4760712693406,564,0.564,-0.00672731288922665,"0",2.02620133151597e-05
"171","2601_ML3b",213.620070037196,0.021722627611315,26.6399770884955,"ML3b","DLAB","423",7,2601,26,"light","deep",27.6172402928366,552,0.552,0.0119908904414459,"0",-0.000123228319412457
"172","2601_ML3bD",220.595929355553,-0.0100239879283421,26.2761576228682,"ML3b","DLAB","423",7,2601,26,"dark","deep",27.6172402928366,552,0.552,-0.00553324133644484,"0",2.02620133151597e-05
"173","2601_SA1b",186.43409187897,0.0139672385341846,26.5146988205482,"SA1b","PAST","111",2,2601,26,"light","shallow",17.5742040391557,574,0.574,0.00801719491862193,"0",-0.000123228319412457
"174","2601_SA1bD",191.039691986239,-0.00627870214859133,26.2536247674634,"SA1b","PAST","111",2,2601,26,"dark","shallow",17.5742040391557,574,0.574,-0.00360397503329142,"0",2.02620133151597e-05
"175","2601_SC1b",163.450460913664,0.0126862891750355,26.4120915509171,"SC1b","MCAV","211",6,2601,26,"light","shallow",23.4093738434104,578,0.578,0.00733267514317053,"0",-0.000123228319412457
"176","2601_SC1bD",164.911288210421,-0.00334164146414973,26.0823352777815,"SC1b","MCAV","211",6,2601,26,"dark","shallow",23.4093738434104,578,0.578,-0.00193146876627854,"0",2.02620133151597e-05
"177","2601_SF1b",170.773156840172,0.0110313518092728,26.6012582129142,"SF1b","OFRA","311",1,2601,26,"light","shallow",15.5936368025716,587,0.587,0.00647540351204312,"0",-0.000123228319412457
"178","2601_SF1bD",175.534289817879,-0.00586703038930456,26.4218253962686,"SF1b","OFRA","311",1,2601,26,"dark","shallow",15.5936368025716,587,0.587,-0.00344394683852177,"0",2.02620133151597e-05
"179","2601_SL3b",210.102869507363,0.012699458209977,26.5721773741975,"SL3b","DLAB","413",9,2601,26,"light","shallow",12.7726471170681,598,0.598,0.00759427600956623,"0",-0.000123228319412457
"180","2601_SL3bD",214.163207740281,-0.00577084173678904,26.3445975791966,"SL3b","DLAB","413",9,2601,26,"dark","shallow",12.7726471170681,598,0.598,-0.00345096335859984,"0",2.02620133151597e-05
"181","2602_Blkb",187.137259947432,-0.000512184398455894,26.5976686466815,"2602_Blkb","BLANK","BLANK",10,2602,26,"light","blank",NA,614,0.614,-0.000314481220651919,"1",-0.000314481220651919
"182","2602_BlkbD",204.048565415713,-0.0664835290489374,26.4705530415345,"2602_Blkb","BLANK","BLANK",10,2602,26,"dark","blank",NA,614,0.614,-0.0408208868360476,"1",-0.0408208868360476
"183","2602_MA3b",176.191948328448,0.0194790666959841,26.8126862189573,"MA3b","PAST","123",3,2602,26,"light","deep",23.7555343092224,564,0.564,0.010986193616535,"0",-0.000314481220651919
"184","2602_MA3bD",182.878628964657,-0.00865589265709485,26.6892976934139,"MA3b","PAST","123",3,2602,26,"dark","deep",23.7555343092224,564,0.564,-0.0048819234586015,"0",-0.0408208868360476
"185","2602_MC2b",159.491923563339,0.00951473839889238,26.6435392016615,"MC2b","MCAV","222",6,2602,26,"light","deep",19.0428413017063,592,0.592,0.00563272513214429,"0",-0.000314481220651919
"186","2602_MC2bD",163.003691301551,-0.00423689993241321,26.5109377185868,"MC2b","MCAV","222",6,2602,26,"dark","deep",19.0428413017063,592,0.592,-0.00250824475998862,"0",-0.0408208868360476
"187","2602_MF1b",146.163418317691,0.0106317720445958,26.6701242721898,"MF1b","OFRA","321",5,2602,26,"light","deep",17.9098365566061,570,0.57,0.00606011006541962,"0",-0.000314481220651919
"188","2602_MF1bD",149.402497301127,-0.0044696162612421,26.5551176087835,"MF1b","OFRA","321",5,2602,26,"dark","deep",17.9098365566061,570,0.57,-0.00254768126890799,"0",-0.0408208868360476
"189","2602_ML1b",199.206178503847,0.0214260133614328,26.6386294344561,"ML1b","DLAB","421",2,2602,26,"light","deep",22.4230089554961,582,0.582,0.0124699397763539,"0",-0.000314481220651919
"190","2602_ML1bD",205.361190748712,-0.00904535828922299,26.4483135812303,"ML1b","DLAB","421",2,2602,26,"dark","deep",22.4230089554961,582,0.582,-0.00526439852432778,"0",-0.0408208868360476
"191","2602_SA3b",208.360866219609,0.0114531902722558,26.4437332192968,"SA3b","PAST","113",8,2602,26,"light","shallow",16.8706647870225,571,0.571,0.00653977164545809,"0",-0.000314481220651919
"192","2602_SA3bD",214.746792769808,-0.00621782652303992,26.1757160166535,"SA3b","PAST","113",8,2602,26,"dark","shallow",16.8706647870225,571,0.571,-0.00355037894465579,"0",-0.0408208868360476
"193","2602_SC2b",177.506296458493,0.00829930392683311,26.7908135416291,"SC2b","MCAV","212",1,2602,26,"light","shallow",11.9583214195156,590,0.59,0.00489658931683153,"0",-0.000314481220651919
"194","2602_SC2bD",179.914026499445,-0.00325933274296319,26.7214257282068,"SC2b","MCAV","212",1,2602,26,"dark","shallow",11.9583214195156,590,0.59,-0.00192300631834828,"0",-0.0408208868360476
"195","2602_SF3b",219.162213243995,0.0107592278293365,26.8158296560161,"SF3b","OFRA","313",7,2602,26,"light","shallow",16.25633160903,579,0.579,0.00622959291318585,"0",-0.000314481220651919
"196","2602_SF3bD",222.066679374546,-0.00482776029661972,26.6575338631462,"SF3b","OFRA","313",7,2602,26,"dark","shallow",16.25633160903,579,0.579,-0.00279527321174282,"0",-0.0408208868360476
"197","2602_SL1b",167.616233848286,0.0116927543913395,26.6571226748022,"SL1b","DLAB","411",4,2602,26,"light","shallow",18.5476757611704,570,0.57,0.00666487000306349,"0",-0.000314481220651919
"198","2602_SL1bD",173.1470882037,-0.0069271192150033,26.4487512509701,"SL1b","DLAB","411",4,2602,26,"dark","shallow",18.5476757611704,570,0.57,-0.00394845795255188,"0",-0.0408208868360476
"199","2603_Blkb",191.002377649194,-0.000728254403388628,26.6142795985417,"2603_Blkb","BLANK","BLANK",2,2603,26,"light","blank",NA,614,0.614,-0.000447148203680617,"1",-0.000447148203680617
"200","2603_BlkbD",192.087055746883,-0.000945280398082678,26.445235965997,"2603_Blkb","BLANK","BLANK",2,2603,26,"dark","blank",NA,614,0.614,-0.000580402164422764,"1",-0.000580402164422764
"201","2603_MA1b",171.571516326229,0.0156434424002728,26.5191899904285,"MA1b","PAST","121",8,2603,26,"light","deep",18.7396517953014,550,0.55,0.00860389332015007,"0",-0.000447148203680617
"202","2603_MA1bD",173.897644107992,-0.0068353191987541,26.3095620080193,"MA1b","PAST","121",8,2603,26,"dark","deep",18.7396517953014,550,0.55,-0.00375942555931476,"0",-0.000580402164422764
"203","2603_MC3b",183.393206951909,0.0204474685930903,26.7523587093244,"MC3b","MCAV","223",1,2603,26,"light","deep",25.6964242905517,560,0.56,0.0114505824121306,"0",-0.000447148203680617
"204","2603_MC3bD",185.743321173685,-0.00768180472452112,26.5798617379835,"MC3b","MCAV","223",1,2603,26,"dark","deep",25.6964242905517,560,0.56,-0.00430181064573183,"0",-0.000580402164422764
"205","2603_MF2b",167.041639227524,0.0167115046366181,26.7339046140692,"MF2b","OFRA","322",4,2603,26,"light","deep",23.7973397424326,574,0.574,0.00959240366141881,"0",-0.000447148203680617
"206","2603_MF2bD",170.621897346846,-0.00838511727584897,26.5652290477804,"MF2b","OFRA","322",4,2603,26,"dark","deep",23.7973397424326,574,0.574,-0.00481305731633731,"0",-0.000580402164422764
"207","2603_ML2b",149.071698827799,0.0136537332750703,26.5416001460746,"ML2b","DLAB","422",5,2603,26,"light","deep",18.642758640968,561,0.561,0.00765974436731443,"0",-0.000447148203680617
"208","2603_ML2bD",151.368449867327,-0.00599558152075691,26.288262247757,"ML2b","DLAB","422",5,2603,26,"dark","deep",18.642758640968,561,0.561,-0.00336352123314463,"0",-0.000580402164422764
"209","2603_SA2b",174.3253813729,0.00979324268411085,26.738861930811,"SA2b","PAST","112",7,2603,26,"light","shallow",19.9631188577204,582,0.582,0.00569966724215252,"0",-0.000447148203680617
"210","2603_SA2bD",178.097693077216,-0.00542596495686414,26.5043775909026,"SA2b","PAST","112",7,2603,26,"dark","shallow",19.9631188577204,582,0.582,-0.00315791160489493,"0",-0.000580402164422764
"211","2603_SC3b",173.258151392283,0.00802523372767969,26.6656226677852,"SC3b","MCAV","213",9,2603,26,"light","shallow",19.0190080832915,582,0.582,0.00467068602950958,"0",-0.000447148203680617
"212","2603_SC3bD",175.234202747836,-0.00377076719766555,26.4957396919498,"SC3b","MCAV","213",9,2603,26,"dark","shallow",19.0190080832915,582,0.582,-0.00219458650904135,"0",-0.000580402164422764
"213","2603_SF2b",170.398771537017,0.0150704426775925,26.6430122418658,"SF2b","OFRA","312",3,2603,26,"light","shallow",23.3018235910758,572,0.572,0.00862029321158289,"0",-0.000447148203680617
"214","2603_SF2bD",174.119178838817,-0.0078942963013031,26.4030988793364,"SF2b","OFRA","312",3,2603,26,"dark","shallow",23.3018235910758,572,0.572,-0.00451553748434537,"0",-0.000580402164422764
"215","2603_SL2b",161.225778619485,0.0143899715559805,26.4915204490855,"SL2b","DLAB","412",6,2603,26,"light","shallow",17.1647631916679,588,0.588,0.00846130327491653,"0",-0.000447148203680617
"216","2603_SL2bD",164.326229932608,-0.00591756521913002,26.23248560793,"SL2b","DLAB","412",6,2603,26,"dark","shallow",17.1647631916679,588,0.588,-0.00347952834884845,"0",-0.000580402164422764
"217","2901_Blke",155.083480504932,-0.000931199077095839,29.3221628931571,"2901_Blke","BLANK","BLANK",9,2901,29,"light","blank",NA,614,0.614,-0.000571756233336845,"1",-0.000571756233336845
"218","2901_BlkeD",156.345650521111,-0.00103228614217909,29.2876774410983,"2901_Blke","BLANK","BLANK",9,2901,29,"dark","blank",NA,614,0.614,-0.000633823691297962,"1",-0.000633823691297962
"219","2901_MA2e",150.19583347345,0.00685201027695123,29.2155313946038,"MA2e","PAST","122",8,2901,29,"light","deep",25.9770631272638,587,0.587,0.00402213003257037,"0",-0.000571756233336845
"220","2901_MA2eD",153.229626447304,-0.00555614916738696,29.1380869465932,"MA2e","PAST","122",8,2901,29,"dark","deep",25.9770631272638,587,0.587,-0.00326145956125614,"0",-0.000633823691297962
"221","2901_MC2e",148.874934270333,0.00808091198371874,29.2314027553106,"MC2e","MCAV","222",3,2901,29,"light","deep",17.531809227078,570,0.57,0.00460611983071968,"0",-0.000571756233336845
"222","2901_MC2eD",151.374504881277,-0.00432040130414541,29.1233100796191,"MC2e","MCAV","222",3,2901,29,"dark","deep",17.531809227078,570,0.57,-0.00246262874336288,"0",-0.000633823691297962
"223","2901_MF1e",146.995268654148,0.0240771618988454,29.229866877919,"MF1e","OFRA","321",1,2901,29,"light","deep",28.1074635472444,567,0.567,0.0136517507966453,"0",-0.000571756233336845
"224","2901_MF1eD",150.075848158461,-0.0101707560238306,29.0884778035474,"MF1e","OFRA","321",1,2901,29,"dark","deep",28.1074635472444,567,0.567,-0.00576681866551193,"0",-0.000633823691297962
"225","2901_ML1e",133.605420145517,0.0171690956932229,29.2516397022586,"ML1e","DLAB","421",10,2901,29,"light","deep",19.7985501495009,586,0.586,0.0100610900762286,"0",-0.000571756233336845
"226","2901_ML1eD",136.47386795256,-0.00722424335510165,29.1269532929065,"ML1e","DLAB","421",10,2901,29,"dark","deep",19.7985501495009,586,0.586,-0.00423340660608957,"0",-0.000633823691297962
"227","2901_SA3e",152.038630131654,0.0106904547804594,29.4272110556886,"SA3e","PAST","113",7,2901,29,"light","shallow",19.7631827352458,585,0.585,0.00625391604656876,"0",-0.000571756233336845
"228","2901_SA3eD",155.36631839496,-0.00590067662652551,29.3343961036475,"SA3e","PAST","113",7,2901,29,"dark","shallow",19.7631827352458,585,0.585,-0.00345189582651742,"0",-0.000633823691297962
"229","2901_SC1e",191.014982128735,0.00810500231928273,21.5353174281702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2901_SC1eD",184.444045142286,-0.00437494610555526,22.1995647803036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2901_SF1e",165.040874640385,0.00989361876953322,29.1716858758584,"SF1e","OFRA","311",2,2901,29,"light","shallow",20.7736361025879,588,0.588,0.00581744783648553,"0",-0.000571756233336845
"232","2901_SF1eD",168.706676465223,-0.00765109812958756,29.0552525102702,"SF1e","OFRA","311",2,2901,29,"dark","shallow",20.7736361025879,588,0.588,-0.00449884570019748,"0",-0.000633823691297962
"233","2901_SL3e",137.139656696911,0.0154361425848363,29.1873491522514,"SL3e","DLAB","413",6,2901,29,"light","shallow",21.1396782761011,572,0.572,0.00882947355852634,"0",-0.000571756233336845
"234","2901_SL3eD",141.232552084909,-0.00756663651587575,29.0526820583452,"SL3e","DLAB","413",6,2901,29,"dark","shallow",21.1396782761011,572,0.572,-0.00432811608708093,"0",-0.000633823691297962
"235","2902_Blke",151.058190236059,-0.000911285453497129,29.2723704287308,"2902_Blke","BLANK","BLANK",4,2902,29,"light","blank",NA,620,0.62,-0.00056499698116822,"1",-0.00056499698116822
"236","2902_BlkeD",151.854314887958,-0.000678382061710074,29.2669170641223,"2902_Blke","BLANK","BLANK",4,2902,29,"dark","blank",NA,620,0.62,-0.000420596878260246,"1",-0.000420596878260246
"237","2902_MA3e",145.594080896665,0.0153935966517452,29.1873280203616,"MA3e","PAST","123",8,2902,29,"light","deep",22.4759363257498,574,0.574,0.00883592447810173,"0",-0.00056499698116822
"238","2902_MA3eD",150.799425244557,-0.00786078982758766,29.0968692520069,"MA3e","PAST","123",8,2902,29,"dark","deep",22.4759363257498,574,0.574,-0.00451209336103531,"0",-0.000420596878260246
"239","2902_MC3e",130.096726715978,0.0158752589376071,29.3007876926307,"MC3e","MCAV","223",5,2902,29,"light","deep",22.1340117470291,554,0.554,0.00879489345143434,"0",-0.00056499698116822
"240","2902_MC3eD",134.447818110663,-0.00644094499700176,29.2721528527765,"MC3e","MCAV","223",5,2902,29,"dark","deep",22.1340117470291,554,0.554,-0.00356828352833898,"0",-0.000420596878260246
"241","2902_MF3e",154.709081740706,0.0159168635288539,29.3446685108527,"MF3e","OFRA","323",1,2902,29,"light","deep",29.6472601029022,567,0.567,0.00902486162086017,"0",-0.00056499698116822
"242","2902_MF3eD",169.368506097737,-0.0135420008234329,29.3104284924668,"MF3e","OFRA","323",1,2902,29,"dark","deep",29.6472601029022,567,0.567,-0.00767831446688645,"0",-0.000420596878260246
"243","2902_ML2e",151.176532777829,0.0123238771102868,29.3176552624809,"ML2e","DLAB","422",3,2902,29,"light","deep",14.1022608584603,572,0.572,0.00704925770708404,"0",-0.00056499698116822
"244","2902_ML2eD",153.997742401546,-0.00523597199641933,29.3139537211354,"ML2e","DLAB","422",3,2902,29,"dark","deep",14.1022608584603,572,0.572,-0.00299497598195186,"0",-0.000420596878260246
"245","2902_SA2e",140.054694645209,0.00756432145413069,29.2802845831528,"SA2e","PAST","112",6,2902,29,"light","shallow",18.7028725260182,577,0.577,0.00436461347903341,"0",-0.00056499698116822
"246","2902_SA2eD",143.343897966866,-0.00419686235418054,29.255704405895,"SA2e","PAST","112",6,2902,29,"dark","shallow",18.7028725260182,577,0.577,-0.00242158957836217,"0",-0.000420596878260246
"247","2902_SC1e",134.67465425271,0.00964392618303424,29.3418113168741,"SC1e","MCAV","211",10,2902,29,"light","shallow",17.4874699944485,562,0.562,0.00541988651486524,"0",-0.00056499698116822
"248","2902_SC1eD",136.807780474445,-0.00442019668359648,29.2962873745209,"SC1e","MCAV","211",10,2902,29,"dark","shallow",17.4874699944485,562,0.562,-0.00248415053618122,"0",-0.000420596878260246
"249","2902_SC3e",167.065263121158,0.00993449471840544,29.2219817772156,"SC3e","MCAV","213",2,2902,29,"light","shallow",21.0652319550248,570,0.57,0.0056626619894911,"0",-0.00056499698116822
"250","2902_SC3eD",173.033571545329,-0.00702587852830921,29.1580004671169,"SC3e","MCAV","213",2,2902,29,"dark","shallow",21.0652319550248,570,0.57,-0.00400475076113625,"0",-0.000420596878260246
"251","2902_SF3e",147.835345252183,0.0206808745141674,29.4351078505501,"SF3e","OFRA","313",7,2902,29,"light","shallow",27.8965605053951,552,0.552,0.0114158427318204,"0",-0.00056499698116822
"252","2902_SF3eD",153.970775669022,-0.0107226089488145,29.3491209971158,"SF3e","OFRA","313",7,2902,29,"dark","shallow",27.8965605053951,552,0.552,-0.00591888013974561,"0",-0.000420596878260246
"253","2902_SL2e",145.925599674338,0.013284060556853,29.2657317502011,"SL2e","DLAB","412",9,2902,29,"light","shallow",15.7862924632408,580,0.58,0.00770475512297475,"0",-0.00056499698116822
"254","2902_SL2eD",150.614288117031,-0.00680931774347832,29.1491081007134,"SL2e","DLAB","412",9,2902,29,"dark","shallow",15.7862924632408,580,0.58,-0.00394940429121743,"0",-0.000420596878260246
"255","2903_Blke",145.49507074354,-0.000930228595872517,29.617412324206,"2903_Blke","BLANK","BLANK",3,2903,29,"light","blank",NA,556,0.556,-0.000517207099305119,"1",-0.000517207099305119
"256","2903_BlkeD",146.527025245508,-0.000912160273723268,29.8556895978978,"2903_Blke","BLANK","BLANK",3,2903,29,"dark","blank",NA,556,0.556,-0.000507161112190137,"1",-0.000507161112190137
"257","2903_MA1e",134.191257414076,0.0133409161040316,29.560738673388,"MA1e","PAST","121",6,2903,29,"light","deep",19.7428575391743,578,0.578,0.00771104950813024,"0",-0.000517207099305119
"258","2903_MA1eD",137.699865305276,-0.00614892294949687,29.7192629127327,"MA1e","PAST","121",6,2903,29,"dark","deep",19.7428575391743,578,0.578,-0.00355407746480919,"0",-0.000507161112190137
"259","2903_MC1e",130.046110096538,0.00834779766490685,29.5404293000127,"MC1e","MCAV","221",10,2903,29,"light","deep",19.7426971493422,620,0.62,0.00517563455224225,"0",-0.000517207099305119
"260","2903_MC1eD",132.520213409496,-0.00376846498439026,29.6666095008601,"MC1e","MCAV","221",10,2903,29,"dark","deep",19.7426971493422,620,0.62,-0.00233644829032196,"0",-0.000507161112190137
"261","2903_MF2e",162.469568867075,0.0104059010901686,29.5854081917473,"MF2e","OFRA","322",2,2903,29,"light","deep",16.2765396928566,566,0.566,0.00588974001703543,"0",-0.000517207099305119
"262","2903_MF2eD",166.311247552403,-0.0070145122415717,29.8061824361561,"MF2e","OFRA","322",2,2903,29,"dark","deep",16.2765396928566,566,0.566,-0.00397021392872958,"0",-0.000507161112190137
"263","2903_ML3e",134.335697268356,0.0257268404757942,29.5283830741295,"ML3e","DLAB","423",8,2903,29,"light","deep",31.8327226068509,586,0.586,0.0150759285188154,"0",-0.000517207099305119
"264","2903_ML3eD",141.70293863364,-0.0126539502414723,29.6378759628222,"ML3e","DLAB","423",8,2903,29,"dark","deep",31.8327226068509,586,0.586,-0.00741521484150274,"0",-0.000507161112190137
"265","2903_SA1e",149.72086692448,0.0082725965865748,29.6234830765452,"SA1e","PAST","111",1,2903,29,"light","shallow",27.0759228353286,578,0.578,0.00478156082704023,"0",-0.000517207099305119
"266","2903_SA1eD",160.808906936137,-0.010728556987274,29.8152073597478,"SA1e","PAST","111",1,2903,29,"dark","shallow",27.0759228353286,578,0.578,-0.0062011059386444,"0",-0.000507161112190137
"267","2903_SC2e",142.802932487274,0.00867728144969872,29.6355141962044,"SC2e","MCAV","212",9,2903,29,"light","shallow",18.7738466679877,531,0.531,0.00460763644979002,"0",-0.000517207099305119
"268","2903_SC2eD",147.441006386402,-0.00498032434007121,29.809900850257,"SC2e","MCAV","212",9,2903,29,"dark","shallow",18.7738466679877,531,0.531,-0.00264455222457782,"0",-0.000507161112190137
"269","2903_SF2e",122.404721220543,0.0143153531087106,29.5536605363539,"SF2e","OFRA","312",5,2903,29,"light","shallow",21.2055954055862,572,0.572,0.00818838197818245,"0",-0.000517207099305119
"270","2903_SF2eD",126.009109177908,-0.0072979082634668,29.746277882584,"SF2e","OFRA","312",5,2903,29,"dark","shallow",21.2055954055862,572,0.572,-0.00417440352670301,"0",-0.000507161112190137
"271","2903_SL1e",138.56785143807,0.0174565339216946,29.6487027366961,"SL1e","DLAB","411",4,2903,29,"light","shallow",24.8930189760239,585,0.585,0.0102120723441914,"0",-0.000517207099305119
"272","2903_SL1eD",145.705182358831,-0.00954668751372557,29.8361585805516,"SL1e","DLAB","411",4,2903,29,"dark","shallow",24.8930189760239,585,0.585,-0.00558481219552946,"0",-0.000507161112190137
"273","3201_Blkg",151.983440501001,-0.000432267563208943,32.1814482127792,"3201_Blkg","BLANK","BLANK",7,3201,32,"light","blank",NA,616,0.616,-0.000266276818936709,"1",-0.000266276818936709
"274","3201_BlkgD",152.180231021271,0.000153470644215232,31.9319404639547,"3201_Blkg","BLANK","BLANK",7,3201,32,"dark","blank",NA,616,0.616,9.4537916836583e-05,"1",9.4537916836583e-05
"275","3201_MA2g",149.218854256791,0.00706717431167446,32.1786945917639,"MA2g","PAST","122",9,3201,32,"light","deep",14.6668790504624,578,0.578,0.00408482675214784,"0",-0.000266276818936709
"276","3201_MA2gD",151.234815539116,-0.0044298801685451,31.9066369153431,"MA2g","PAST","122",9,3201,32,"dark","deep",14.6668790504624,578,0.578,-0.00256047073741907,"0",9.4537916836583e-05
"277","3201_MC1g",135.673315628087,0.00656454685555358,32.0614575154915,"MC1g","MCAV","221",6,3201,32,"light","deep",22.2375006327726,588,0.588,0.00385995355106551,"0",-0.000266276818936709
