"","fragment.ID.full","Temp.C","fragment.ID","species","temp.Cat","treatment","genotype","rate.type","umol.cm2.hr","log.rate","K"
"223","2102_SL1dD",21.2696556,"SL1d","DLAB",21,"shallow","SL1","R",0.694014226,0.527100994069453,294.4196556
"224","2103_MA2dD",21.61070082,"MA2d","PAST",21,"deep","MA2","R",0.276250858,0.243926762778589,294.76070082
"225","2103_MC2dD",21.77137982,"MC2d","MCAV",21,"deep","MC2","R",0.351639954,0.301318635941958,294.92137982
"226","2103_MF1dD",21.32268228,"MF1d","OFRA",21,"deep","MF1","R",0.578405535,0.456415182435781,294.47268228
"227","2103_ML1dD",21.8270676,"ML1d","DLAB",21,"deep","ML1","R",0.684017862,0.521182522652244,294.9770676
"228","2103_SA3dD",21.72830125,"SA3d","PAST",21,"shallow","SA3","R",0.480665251,0.392491480702813,294.87830125
"229","2103_SC3dD",21.41432771,"SC3d","MCAV",21,"shallow","SC3","R",0.29012179,0.25473662476987,294.56432771
"230","2103_SF2dD",21.27758548,"SF2d","OFRA",21,"shallow","SF2","R",0.482442453,0.393691033598381,294.42758548
"231","2103_SL2dD",21.50404909,"SL2d","DLAB",21,"shallow","SL2","R",0.465332141,0.382081934178667,294.65404909
"232","2301_MA1cD",23.35205299,"MA1c","PAST",23,"deep","MA1","R",0.579213478,0.456926924361774,296.50205299
"233","2301_MC1cD",23.15863413,"MC1c","MCAV",23,"deep","MC1","R",0.308525622,0.268901023996201,296.30863413
"234","2301_MF1cD",23.27432908,"MF1c","OFRA",23,"deep","MF1","R",0.612444676,0.477751459641843,296.42432908
"235","2301_ML3cD",23.11848415,"ML3c","DLAB",23,"deep","ML3","R",0.388299946,0.328079938162127,296.26848415
"236","2301_SA1cD",23.16574393,"SA1c","PAST",23,"shallow","SA1","R",0.729891113,0.548058466066426,296.31574393
"237","2301_SC2cD",23.34600361,"SC2c","MCAV",23,"shallow","SC2","R",0.497716828,0.40394183384813,296.49600361
"238","2301_SF3cD",23.20068317,"SF3c","OFRA",23,"shallow","SF3","R",0.514757907,0.415255628832638,296.35068317
"239","2301_SL2cD",23.22388257,"SL2c","DLAB",23,"shallow","SL2","R",0.841875292,0.610784233043912,296.37388257
"240","2302_MA2cD",23.04485674,"MA2d","PAST",23,"deep","MA2","R",0.447164566,0.369606170277362,296.19485674
"241","2302_MC3cD",23.32114288,"MC3c","MCAV",23,"deep","MC3","R",0.454033109,0.374341149828689,296.47114288
"242","2302_MF3cD",23.15993515,"MF3c","OFRA",23,"deep","MF3","R",0.516561505,0.416445604528166,296.30993515
"243","2302_ML1cD",23.1751675,"ML1c","DLAB",23,"deep","ML1","R",0.487329789,0.396982424327289,296.3251675
"244","2302_SA2cD",23.40973362,"SA2c","PAST",23,"shallow","SA2","R",0.493747909,0.401288336864068,296.55973362
"245","2302_SC3cD",23.4641731,"SC3c","MCAV",23,"shallow","SC3","R",0.367912707,0.313286006491856,296.6141731
"246","2302_SF1cD",23.35081099,"SF1c","OFRA",23,"shallow","SF1","R",0.499787855,0.405323668105999,296.50081099
"247","2302_SL1cD",23.17216245,"SL1c","DLAB",23,"shallow","SL1","R",0.678744234,0.518046034150975,296.32216245
"248","2303_MA3cD",23.49818581,"MA3c","PAST",23,"deep","MA3","R",0.434015663,0.36047866471192,296.64818581
"249","2303_MC2cD",23.43891057,"MC2c","MCAV",23,"deep","MC2","R",0.367428301,0.312931823226481,296.58891057
"250","2303_MF2cD",23.44509852,"MF2c","OFRA",23,"deep","MF2","R",0.593591187,0.465990077586921,296.59509852
"251","2303_ML2cD",23.51053837,"ML2c","DLAB",23,"deep","ML2","R",0.501059632,0.406171280043394,296.66053837
"252","2303_SA3cD",23.71630811,"SA3c","PAST",23,"shallow","SA3","R",0.452400535,0.373217728913801,296.86630811
"253","2303_SC1cD",23.52140829,"SC1c","MCAV",23,"shallow","SC1","R",0.221621093,0.200178741472628,296.67140829
"254","2303_SF2cD",23.47869158,"SF2c","OFRA",23,"shallow","SF2","R",0.714225252,0.538961230444031,296.62869158
"255","2303_SL3cD",23.62773295,"SL3c","DLAB",23,"shallow","SL3","R",0.566456265,0.448815912092823,296.77773295
"256","2601_MA2bD",26.38071003,"MA2b","PAST",26,"deep","MA2","R",0.452151358,0.373046152016716,299.53071003
"257","2601_MC1bD",26.26288794,"MC1b","MCAV",26,"deep","MC1","R",0.42043732,0.350964796030565,299.41288794
"258","2601_MF3bD",26.19052226,"MF3b","OFRA",26,"deep","MF3","R",0.953493551,0.66961933425338,299.34052226
"259","2601_ML3bD",26.27615762,"ML3b","DLAB",26,"deep","ML3","R",0.723917808,0.54459949593099,299.42615762
"260","2601_SA1bD",26.25362477,"SA1b","PAST",26,"shallow","SA1","R",0.742409348,0.555268838195941,299.40362477
"261","2601_SC1bD",26.08233528,"SC1b","MCAV",26,"shallow","SC1","R",0.300146038,0.262476595081248,299.23233528
"262","2601_SF1bD",26.4218254,"SF1b","OFRA",26,"shallow","SF1","R",0.799759031,0.587652784273841,299.5718254
"263","2601_SL3bD",26.34459758,"SL3b","DLAB",26,"shallow","SL3","R",0.978372864,0.682274720996752,299.49459758
"264","2603_MA1bD",26.30956201,"MA1b","PAST",26,"deep","MA1","R",0.610709545,0.476674793091847,299.45956201
"265","2603_MC3bD",26.57986174,"MC3b","MCAV",26,"deep","MC3","R",0.521359329,0.419604230609044,299.72986174
"266","2603_MF2bD",26.56522905,"MF2b","OFRA",26,"deep","MF2","R",0.640305123,0.494882275140595,299.71522905
"267","2603_ML2bD",26.28826225,"ML2b","DLAB",26,"deep","ML2","R",0.537432729,0.430113966245389,299.43826225
"268","2603_SA2bD",26.50437759,"SA2b","PAST",26,"shallow","SA2","R",0.464808833,0.38172474453475,299.65437759
"269","2603_SC3bD",26.49573969,"SC3b","MCAV",26,"shallow","SC3","R",0.305539785,0.266616583606522,299.64573969
"270","2603_SF2bD",26.40309888,"SF2b","OFRA",26,"shallow","SF2","R",0.607956158,0.474963905459707,299.55309888
"271","2603_SL2bD",26.23248561,"SL2b","DLAB",26,"shallow","SL2","R",0.608039514,0.475015743837939,299.38248561
"272","2901_MA2eD",29.13808695,"MA2e","PAST",29,"deep","MA2","R",0.364147752,0.310529876135448,302.28808695
"273","2901_MC2eD",29.12331008,"MC2e","MCAV",29,"deep","MC2","R",0.375528738,0.318838193930508,302.27331008
"274","2901_MF1eD",29.0884778,"MF1e","OFRA",29,"deep","MF1","R",0.657433278,0.505270187667341,302.2384778
"275","2901_SA3eD",29.3343961,"SA3e","PAST",29,"shallow","ML1","R",0.51333127,0.414313359948094,302.4843961
"276","2901_SF1eD",29.05525251,"SF1e","OFRA",29,"shallow","SF1","R",0.669795079,0.512700911713892,302.20525251
"277","2901_SL3eD",29.05268206,"SL3e","DLAB",29,"shallow","SL3","R",0.629122754,0.488041682213611,302.20268206
"278","2902_MA3eD",29.09686925,"MA3e","PAST",29,"deep","MA3","R",0.655340322,0.504006620317934,302.24686925
"279","2902_MC3eD",29.27215285,"MC3e","MCAV",29,"deep","MC3","R",0.511957438,0.413405127890238,302.42215285
"280","2902_MF3eD",29.31042849,"MF3e","OFRA",29,"deep","MF3","R",0.881288295,0.631956805454045,302.46042849
"281","2902_ML2eD",29.31395372,"ML2e","DLAB",29,"deep","ML2","R",0.657182906,0.505119116178772,302.46395372
"282","2902_SA2eD",29.25570441,"SA2e","PAST",29,"shallow","SA2","R",0.385158681,0.325814704195666,302.40570441
"283","2902_SC1eD",29.29628737,"SC1e","MCAV",29,"shallow","SC1","R",0.424806628,0.354036104863461,302.44628737
"284","2902_SC3eD",29.15800047,"SC3e","MCAV",29,"shallow","SC3","R",0.612523708,0.477800472215367,302.30800047
"285","2902_SF3eD",29.349121,"SF3e","OFRA",29,"shallow","SF3","R",0.709543377,0.536226303861292,302.499121
"286","2902_SL2eD",29.1491081,"SL2e","DLAB",29,"shallow","SL2","R",0.804730225,0.590411120780815,302.2991081
"287","2903_MA1eD",29.71926291,"MA1e","PAST",29,"deep","MA1","R",0.555588209,0.441853743558721,302.86926291
"288","2903_MC1eD",29.6666095,"MC1e","MCAV",29,"deep","MC1","R",0.333563028,0.287854328614836,302.8166095
"289","2903_MF2eD",29.80618244,"MF2e","OFRA",29,"deep","MF2","R",0.765948437,0.568687904133765,302.95618244
"290","2903_ML3eD",29.63787596,"ML3e","DLAB",29,"deep","ML3","R",0.781239913,0.577309702141596,302.78787596
"291","2903_SA1eD",29.81520736,"SA1e","PAST",29,"shallow","SA1","R",0.757063813,0.563644127839682,302.96520736
"292","2903_SC2eD",29.80990085,"SC2e","MCAV",29,"shallow","SC2","R",0.409857827,0.343488867391304,302.95990085
"293","2903_SF2eD",29.74627788,"SF2e","OFRA",29,"shallow","SF2","R",0.622574959,0.484014368220769,302.89627788
"294","2903_SL1eD",29.83615858,"SL1e","DLAB",29,"shallow","SL1","R",0.734324106,0.550617773233822,302.98615858
"295","3201_MA2gD",31.90663692,"MA2g","PAST",32,"deep","MA2","R",0.651674506,0.50178962541943,305.05663692
"296","3201_MC1gD",31.79719593,"MC1g","MCAV",32,"deep","MC1","R",0.440783787,0.365187262040061,304.94719593
"297","3201_MF3gD",31.66539075,"MF3g","OFRA",32,"deep","MF3","R",0.754178847,0.56200085397424,304.81539075
"298","3201_ML2gD",31.79266374,"ML2g","DLAB",32,"deep","ML2","R",0.782387259,0.57795362249817,304.94266374
"299","3201_SA1gD",31.8022994,"SA1g","PAST",32,"shallow","SA1","R",0.58521096,0.460717496264317,304.9522994
"300","3201_SC3gD",31.61821292,"SC3g","MCAV",32,"shallow","SC3","R",0.415265754,0.347317325474867,304.76821292
"301","3201_SF2gD",31.84157037,"SF2g","OFRA",32,"shallow","SF2","R",1.216962157,0.796137861025251,304.99157037
"302","3201_SL3gD",31.87590612,"SL3g","DLAB",32,"shallow","SL3","R",1.009473286,0.697872640964562,305.02590612
"303","3202_MA1gD",32.14458031,"MA1g","PAST",32,"deep","MA1","R",0.699050806,0.530069745715326,305.29458031
"304","3202_MC2gD",32.11805294,"MC2g","MCAV",32,"deep","MC2","R",0.51081288,0.412647837104442,305.26805294
"305","3202_MF2gD",32.32540092,"MF2g","OFRA",32,"deep","MF2","R",0.545232886,0.43517463426537,305.47540092
"306","3202_ML3gD",32.38772117,"ML3g","DLAB",32,"deep","ML3","R",0.828438309,0.603462219454602,305.53772117
"307","3202_SA2gD",32.43444741,"SA2g","PAST",32,"shallow","SA2","R",0.525290878,0.422185131543008,305.58444741
"308","3202_SC1gD",27.59180443,"SC1g","MCAV",32,"shallow","SC1","R",0.417867221,0.349153785502755,300.74180443
"309","3202_SF3gD",32.23966267,"SF3g","OFRA",32,"shallow","SF3","R",0.930910015,0.657991402153407,305.38966267
"310","3202_SL2gD",32.33622934,"SL2g","DLAB",32,"shallow","SL2","R",0.771514141,0.571834627792235,305.48622934
"311","3203_MA3gD",32.56900149,"MA3g","PAST",32,"deep","MA3","R",0.655169676,0.503903526836715,305.71900149
"312","3203_MC3gD",33.04533535,"MC3g","MCAV",32,"deep","MC3","R",0.443471991,0.367051316399522,306.19533535
"313","3203_MF1gD",32.89199894,"MF1g","OFRA",32,"deep","MF1","R",1.050441154,0.718054967071919,306.04199894
"314","3203_ML1gD",32.79479437,"ML1g","DLAB",32,"deep","ML1","R",0.636331313,0.492456731736031,305.94479437
"315","3203_SA3gD",32.73801521,"SA3g","PAST",32,"shallow","SA3","R",0.592273553,0.465162902435016,305.88801521
"316","3203_SC2gD",33.19486327,"SC2g","MCAV",32,"shallow","SC2","R",0.714058698,0.538864065796901,306.34486327
"317","3203_SF1gD",33.04292242,"SF1g","OFRA",32,"shallow","SF1","R",0.870187967,0.626038942927288,306.19292242
"318","3203_SL1gD",33.17868881,"SL1g","DLAB",32,"shallow","SL1","R",0.945697399,0.665620472700344,306.32868881
"319","3401_MA3fD",34.08590081,"MA3f","PAST",34,"deep","MA3","R",0.55433904,0.441050400607478,307.23590081
"320","3401_MC1fD",34.1523268,"MC1f","MCAV",34,"deep","MC1","R",0.684285108,0.521341205527829,307.3023268
"321","3401_MF3fD",34.08420877,"MF3f","OFRA",34,"deep","MF3","R",0.867897882,0.6248136712888,307.23420877
"322","3401_ML2fD",34.23538693,"ML2f","DLAB",34,"deep","ML2","R",0.54252502,0.43342069708725,307.38538693
"323","3401_SA3fD",34.03744971,"SA3f","PAST",34,"shallow","SA3","R",0.443191684,0.366857108114499,307.18744971
"324","3401_SC1fD",34.25277809,"SC1f","MCAV",34,"shallow","SC1","R",0.591621397,0.464753243184719,307.40277809
"325","3401_SF1fD",34.21642012,"SF1f","OFRA",34,"shallow","SF1","R",0.931978592,0.658544654983593,307.36642012
"326","3401_SL3fD",34.46558641,"SL3f","DLAB",34,"shallow","SL3","R",0.741289834,0.554626122519271,307.61558641
"327","3402_MA2fD",34.23409028,"MA2f","PAST",34,"deep","MA2","R",0.493500781,0.401122881606599,307.38409028
"328","3402_MC3fD",34.12351537,"MC3f","MCAV",34,"deep","MC3","R",0.689950262,0.524699097732658,307.27351537
"329","3402_MF1fD",34.18432857,"MF1f","OFRA",34,"deep","MF1","R",1.045544708,0.715664114907199,307.33432857
"330","3402_ML1fD",34.0524044,"ML1f","DLAB",34,"deep","ML1","R",0.86970935,0.625782990978855,307.2024044
"331","3402_SA2fD",34.12666647,"SA2f","PAST",34,"shallow","SA2","R",0.48848033,0.397755686740763,307.27666647
"332","3402_SC3fD",33.93322071,"SC3f","MCAV",34,"shallow","SC3","R",0.386693193,0.326921914989402,307.08322071
"333","3402_SF3fD",33.99825472,"SF3f","OFRA",34,"shallow","SF3","R",0.764595312,0.567921379109603,307.14825472
"334","3402_SL1fD",34.13303109,"SL1f","DLAB",34,"shallow","SL1","R",1.109389369,0.746398507025927,307.28303109
"335","3403_MA1fD",34.217782,"MA1f","PAST",34,"deep","MA1","R",0.826569022,0.60243935575355,307.367782
"336","3403_MC2fD",34.34566865,"MC2f","MCAV",34,"deep","MC2","R",0.823603775,0.600814639436165,307.49566865
"337","3403_MF2fD",34.52390093,"MF2f","OFRA",34,"deep","MF2","R",1.055415955,0.720478238658031,307.67390093
"338","3403_ML3fD",33.82543499,"ML3f","DLAB",34,"deep","ML3","R",0.809098529,0.592828670933256,306.97543499
"339","3403_SA1fD",33.86645805,"SA1f","PAST",34,"shallow","SA1","R",0.782731694,0.578146847468002,307.01645805
"340","3403_SC2fD",34.12546148,"SC2f","MCAV",34,"shallow","SC2","R",0.576655285,0.455305694993608,307.27546148
"341","3403_SF2fD",34.31069054,"SF2f","OFRA",34,"shallow","SF2","R",0.838339774,0.60886286756703,307.46069054
"342","3403_SL2fD",33.9608438,"SL2f","DLAB",34,"shallow","SL2","R",0.692203491,0.526031520501053,307.1108438
"343","3601_MA3aD",35.88783519,"MA3a","PAST",36,"deep","MA3","R",0.835697565,0.607424553684121,309.03783519
"344","3601_MC2aD",35.96327333,"MC2a","MCAV",36,"deep","MC2","R",0.652336232,0.502190184655656,309.11327333
"345","3601_MF1aD",35.87266693,"MF1a","OFRA",36,"deep","MF1","R",1.205674919,0.791033547778419,309.02266693
"346","3601_ML2aD",35.87921476,"ML2a","DLAB",36,"deep","ML2","R",0.772858021,0.57259294548743,309.02921476
"347","3601_SA3aD",35.718176,"SA3a","PAST",36,"shallow","SA3","R",0.587956209,0.46244778624824,308.868176
"348","3601_SC3aD",35.99775842,"SC3a","MCAV",36,"shallow","SC3","R",0.402215476,0.338053468671772,309.14775842
"349","3601_SF1aD",35.79788851,"SF1a","OFRA",36,"shallow","SF1","R",0.879676053,0.631099449760357,308.94788851
"350","3601_SL1aD",35.37752706,"SL1a","DLAB",36,"shallow","SL1","R",0.940201777,0.662791976429587,308.52752706
"351","3602_MA1aD",36.04676621,"MA1a","PAST",36,"deep","MA1","R",0.769856924,0.570898709420197,309.19676621
"352","3602_MC3aD",36.3242273,"MC3a","MCAV",36,"deep","MC3","R",0.72352688,0.544372703023747,309.4742273
"353","3602_MF3aD",36.00941798,"MF3a","OFRA",36,"deep","MF3","R",0.780660937,0.576984608305759,309.15941798
"354","3602_ML1aD",36.04469143,"ML1a","DLAB",36,"deep","ML1","R",1.024792741,0.705467345196914,309.19469143
"355","3602_SA1aD",36.24829061,"SA1a","PAST",36,"shallow","SA1","R",0.858570271,0.619807520640313,309.39829061
"356","3602_SC1aD",35.97726159,"SC1a","MCAV",36,"shallow","SC1","R",0.458418395,0.377352557440456,309.12726159
"357","3602_SF3aD",36.42543869,"SF3a","OFRA",36,"shallow","SF3","R",0.557073043,0.442807804404034,309.57543869
"358","3602_SL3aD",36.10300431,"SL3a","DLAB",36,"shallow","SL3","R",1.48049908,0.908459781865933,309.25300431
"359","3603_MA2aD",37.25858075,"MA2a","PAST",36,"deep","MA2","R",0.289991301,0.254635474939991,310.40858075
"360","3603_MC1aD",36.93182607,"MC1a","MCAV",36,"deep","MC1","R",0.357490618,0.305637861568185,310.08182607
"361","3603_MF2aD",37.16194772,"MF2a","OFRA",36,"deep","MF2","R",0.699637856,0.530415202486581,310.31194772
"362","3603_ML3aD",37.17003587,"ML3a","DLAB",36,"deep","ML3","R",0.70694377,0.534704502437874,310.32003587
"363","3603_SA2aD",37.09902335,"SA2a","PAST",36,"shallow","SA2","R",0.926035958,0.655463982983587,310.24902335
"364","3603_SC2aD",37.09565366,"SC2a","MCAV",36,"shallow","SC2","R",0.70422516,0.533110555828147,310.24565366
"365","3603_SF2aD",36.94404147,"SF2a","OFRA",36,"shallow","SF2","R",0.733542455,0.550166976757379,310.09404147
"366","3603_SL2aD",37.03575264,"SL2a","DLAB",36,"shallow","SL2","R",0.645093596,0.497797279863185,310.18575264
